uid,name,element,level,cons,weapon,artifacts
2ab7bb8bbe3511ed8f8228c2dd2980ba,Yae Miko,Electro,90,0,Kagura's Verity,"Shimenawa's Reminiscence, Wanderer's Troupe"
2ab7bb8bbe3511ed8f8228c2dd2980ba,Tighnari,Dendro,90,1,Skyward Harp,Deepwood Memories
2ab7bb8bbe3511ed8f8228c2dd2980ba,Nahida,Dendro,90,0,Wandering Evenstar,Deepwood Memories
2ab7bb8bbe3511ed8f8228c2dd2980ba,Xiangling,Pyro,90,4,Favonius Lance,Emblem of Severed Fate
2ab7bb8bbe3511ed8f8228c2dd2980ba,Xingqiu,Hydro,90,6,Sacrificial Sword,Emblem of Severed Fate
2ab7bb8bbe3511ed8f8228c2dd2980ba,Bennett,Pyro,90,5,The Alley Flash,Noblesse Oblige
2ab7bb8bbe3511ed8f8228c2dd2980ba,Kuki Shinobu,Electro,90,5,Toukabou Shigure,Gilded Dreams
2ab7bb8bbe3511ed8f8228c2dd2980ba,Diluc,Pyro,90,1,Luxurious Sea-Lord,Crimson Witch of Flames
2ab7bb8bbe3511ed8f8228c2dd2980ba,Wanderer,Anemo,90,0,The Widsith,"Shimenawa's Reminiscence, Viridescent Venerer"
2ab7bb8bbe3511ed8f8228c2dd2980ba,Traveler,Anemo,90,5,Favonius Sword,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Jean,Anemo,80,0,Blackcliff Longsword,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Qiqi,Cryo,80,2,The Flute,Ocean-Hued Clam
2ab7bb8bbe3511ed8f8228c2dd2980ba,Mona,Hydro,80,1,Oathsworn Eye,"Emblem of Severed Fate, Shimenawa's Reminiscence"
2ab7bb8bbe3511ed8f8228c2dd2980ba,Ningguang,Geo,80,3,Lost Prayer to the Sacred Winds,"Gladiator's Finale, Shimenawa's Reminiscence"
2ab7bb8bbe3511ed8f8228c2dd2980ba,Diona,Cryo,80,6,Sacrificial Bow,"Maiden Beloved, Tenacity of the Millelith"
2ab7bb8bbe3511ed8f8228c2dd2980ba,Sucrose,Anemo,80,6,Sacrificial Fragments,Viridescent Venerer
2ab7bb8bbe3511ed8f8228c2dd2980ba,Gorou,Geo,80,2,Favonius Warbow,Husk of Opulent Dreams
2ab7bb8bbe3511ed8f8228c2dd2980ba,Yun Jin,Geo,80,3,Prototype Starglitter,Husk of Opulent Dreams
2ab7bb8bbe3511ed8f8228c2dd2980ba,Shikanoin Heizou,Anemo,80,4,Apprentice's Notes,Flower of Paradise Lost
2ab7bb8bbe3511ed8f8228c2dd2980ba,Collei,Dendro,70,4,Thundering Pulse,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Barbara,Hydro,60,3,Eye of Perception,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Sayu,Anemo,60,6,Rainslasher,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Fischl,Electro,50,6,Hunter's Bow,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Lisa,Electro,50,1,Eye of Perception,Gilded Dreams
2ab7bb8bbe3511ed8f8228c2dd2980ba,Kaeya,Cryo,50,1,Dull Blade,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Chongyun,Cryo,50,5,Skyrider Greatsword,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Beidou,Electro,20,6,Sacrificial Greatsword,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Thoma,Pyro,20,6,White Tassel,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Rosaria,Cryo,20,1,Beginner's Protector,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Aloy,Cryo,20,0,Hunter's Bow,Pale Flame
2ab7bb8bbe3511ed8f8228c2dd2980ba,Kujou Sara,Electro,20,2,Hunter's Bow,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Amber,Pyro,20,2,Recurve Bow,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Razor,Electro,20,6,Rainslasher,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Noelle,Geo,20,3,Waster Greatsword,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Xinyan,Pyro,20,6,Waster Greatsword,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Yanfei,Pyro,20,4,Apprentice's Notes,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Dori,Electro,20,2,Waster Greatsword,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Candace,Hydro,20,0,Beginner's Protector,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Faruzan,Anemo,20,0,Fading Twilight,
2ab7bb8bbe3511ed8f8228c2dd2980ba,Yaoyao,Dendro,20,2,Beginner's Protector,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Kamisato Ayaka,Cryo,90,3,Mistsplitter Reforged,Blizzard Strayer
2ab7bb8cbe3511edaf8a28c2dd2980ba,Jean,Anemo,90,6,Primordial Jade Cutter,"Gladiator's Finale, Viridescent Venerer"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Diluc,Pyro,90,3,Wolf's Gravestone,Crimson Witch of Flames
2ab7bb8cbe3511edaf8a28c2dd2980ba,Venti,Anemo,90,0,Elegy for the End,Viridescent Venerer
2ab7bb8cbe3511edaf8a28c2dd2980ba,Xiao,Anemo,90,0,Primordial Jade Winged-Spear,"Shimenawa's Reminiscence, Viridescent Venerer"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Klee,Pyro,90,0,Skyward Atlas,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Zhongli,Geo,90,6,Staff of Homa,"Archaic Petra, Noblesse Oblige"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Tartaglia,Hydro,90,0,Polar Star,"Heart of Depth, Noblesse Oblige"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Qiqi,Cryo,90,2,Skyward Blade,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Ganyu,Cryo,90,4,Amos' Bow,Blizzard Strayer
2ab7bb8cbe3511edaf8a28c2dd2980ba,Albedo,Geo,90,0,Aquila Favonia,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Mona,Hydro,90,6,Lost Prayer to the Sacred Winds,Emblem of Severed Fate
2ab7bb8cbe3511edaf8a28c2dd2980ba,Keqing,Electro,90,4,Mistsplitter Reforged,"Gladiator's Finale, Shimenawa's Reminiscence"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Hu Tao,Pyro,90,1,Staff of Homa,Crimson Witch of Flames
2ab7bb8cbe3511edaf8a28c2dd2980ba,Kaedehara Kazuha,Anemo,90,1,Iron Sting,Viridescent Venerer
2ab7bb8cbe3511edaf8a28c2dd2980ba,Yoimiya,Pyro,90,0,Thundering Pulse,Shimenawa's Reminiscence
2ab7bb8cbe3511edaf8a28c2dd2980ba,Eula,Cryo,90,0,Song of Broken Pines,Pale Flame
2ab7bb8cbe3511edaf8a28c2dd2980ba,Raiden Shogun,Electro,90,3,Engulfing Lightning,Emblem of Severed Fate
2ab7bb8cbe3511edaf8a28c2dd2980ba,Arataki Itto,Geo,90,0,Redhorn Stonethresher,Husk of Opulent Dreams
2ab7bb8cbe3511edaf8a28c2dd2980ba,Yae Miko,Electro,90,0,Lost Prayer to the Sacred Winds,Emblem of Severed Fate
2ab7bb8cbe3511edaf8a28c2dd2980ba,Yelan,Hydro,90,0,Skyward Harp,"Heart of Depth, Tenacity of the Millelith"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Shenhe,Cryo,90,3,Calamity Queller,Blizzard Strayer
2ab7bb8cbe3511edaf8a28c2dd2980ba,Kamisato Ayato,Hydro,90,1,Mistsplitter Reforged,Heart of Depth
2ab7bb8cbe3511edaf8a28c2dd2980ba,Nahida,Dendro,90,0,A Thousand Floating Dreams,Deepwood Memories
2ab7bb8cbe3511edaf8a28c2dd2980ba,Lisa,Electro,90,6,Kagura's Verity,Thundering Fury
2ab7bb8cbe3511edaf8a28c2dd2980ba,Bennett,Pyro,90,6,Aquila Favonia,Noblesse Oblige
2ab7bb8cbe3511edaf8a28c2dd2980ba,Noelle,Geo,90,6,The Unforged,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Rosaria,Cryo,90,6,Staff of Homa,"Blizzard Strayer, Gladiator's Finale"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Kujou Sara,Electro,90,6,Skyward Harp,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Candace,Hydro,90,2,Staff of Homa,"Heart of Depth, Tenacity of the Millelith"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Nilou,Hydro,90,0,Primordial Jade Cutter,"Heart of Depth, Tenacity of the Millelith"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Wanderer,Anemo,90,0,Skyward Atlas,Desert Pavilion Chronicle
2ab7bb8cbe3511edaf8a28c2dd2980ba,Beidou,Electro,90,6,Serpent Spine,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Layla,Cryo,90,0,The Black Sword,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Kaeya,Cryo,90,6,Cinnabar Spindle,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Amber,Pyro,90,6,Amos' Bow,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Collei,Dendro,90,1,Fading Twilight,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Traveler,Anemo,90,6,Kagotsurube Isshin,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Yun Jin,Geo,80,6,Vortex Vanquisher,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Xiangling,Pyro,80,6,Staff of Homa,Emblem of Severed Fate
2ab7bb8cbe3511edaf8a28c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,"Noblesse Oblige, Shimenawa's Reminiscence"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Diona,Cryo,80,6,Sacrificial Bow,"Tenacity of the Millelith, Flex"
2ab7bb8cbe3511edaf8a28c2dd2980ba,Sucrose,Anemo,80,6,Sacrificial Fragments,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Thoma,Pyro,80,6,Staff of Homa,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Shikanoin Heizou,Anemo,80,3,Dodoco Tales,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Faruzan,Anemo,80,4,Elegy for the End,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Yaoyao,Dendro,80,4,Favonius Lance,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Fischl,Electro,70,6,Mitternachts Waltz,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Xinyan,Pyro,70,6,Skyward Pride,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Barbara,Hydro,60,6,Oathsworn Eye,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Chongyun,Cryo,50,6,Sacrificial Greatsword,Shimenawa's Reminiscence
2ab7bb8cbe3511edaf8a28c2dd2980ba,Razor,Electro,40,6,Favonius Greatsword,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Aloy,Cryo,20,0,Skyward Harp,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Ningguang,Geo,20,6,The Widsith,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Yanfei,Pyro,20,6,Thrilling Tales of Dragon Slayers,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Sayu,Anemo,20,6,Sacrificial Greatsword,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Gorou,Geo,20,4,Rust,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Kuki Shinobu,Electro,20,1,Toukabou Shigure,
2ab7bb8cbe3511edaf8a28c2dd2980ba,Dori,Electro,20,0,Luxurious Sea-Lord,
2ab7bb8dbe3511eda83728c2dd2980ba,Venti,Anemo,90,0,Fading Twilight,"Noblesse Oblige, Viridescent Venerer"
2ab7bb8dbe3511eda83728c2dd2980ba,Zhongli,Geo,90,0,Staff of Homa,"Ocean-Hued Clam, Tenacity of the Millelith"
2ab7bb8dbe3511eda83728c2dd2980ba,Albedo,Geo,90,1,Cinnabar Spindle,"Emblem of Severed Fate, Husk of Opulent Dreams"
2ab7bb8dbe3511eda83728c2dd2980ba,Kaedehara Kazuha,Anemo,90,0,Xiphos' Moonlight,Viridescent Venerer
2ab7bb8dbe3511eda83728c2dd2980ba,Kuki Shinobu,Electro,90,2,Iron Sting,Gilded Dreams
2ab7bb8dbe3511eda83728c2dd2980ba,Nahida,Dendro,90,0,Lost Prayer to the Sacred Winds,Gilded Dreams
2ab7bb8dbe3511eda83728c2dd2980ba,Arataki Itto,Geo,90,0,Serpent Spine,Husk of Opulent Dreams
2ab7bb8dbe3511eda83728c2dd2980ba,Yelan,Hydro,90,0,Sacrificial Bow,"Emblem of Severed Fate, Heart of Depth"
2ab7bb8dbe3511eda83728c2dd2980ba,Bennett,Pyro,81,5,Skyward Blade,Noblesse Oblige
2ab7bb8dbe3511eda83728c2dd2980ba,Diluc,Pyro,80,0,Wolf's Gravestone,Crimson Witch of Flames
2ab7bb8dbe3511eda83728c2dd2980ba,Tartaglia,Hydro,80,0,Polar Star,Heart of Depth
2ab7bb8dbe3511eda83728c2dd2980ba,Raiden Shogun,Electro,80,0,Primordial Jade Winged-Spear,Emblem of Severed Fate
2ab7bb8dbe3511eda83728c2dd2980ba,Razor,Electro,80,4,Waster Greatsword,
2ab7bb8dbe3511eda83728c2dd2980ba,Diona,Cryo,80,6,Sacrificial Bow,Maiden Beloved
2ab7bb8dbe3511eda83728c2dd2980ba,Yoimiya,Pyro,80,0,Rust,Shimenawa's Reminiscence
2ab7bb8dbe3511eda83728c2dd2980ba,Keqing,Electro,80,0,Haran Geppaku Futsu,"Gladiator's Finale, Shimenawa's Reminiscence"
2ab7bb8dbe3511eda83728c2dd2980ba,Sucrose,Anemo,80,6,Favonius Codex,
2ab7bb8dbe3511eda83728c2dd2980ba,Tighnari,Dendro,80,0,Skyward Harp,Gilded Dreams
2ab7bb8dbe3511eda83728c2dd2980ba,Traveler,Anemo,80,6,Favonius Sword,Deepwood Memories
2ab7bb8dbe3511eda83728c2dd2980ba,Yun Jin,Geo,79,4,Favonius Lance,Husk of Opulent Dreams
2ab7bb8dbe3511eda83728c2dd2980ba,Kaeya,Cryo,70,3,Lion's Roar,Flex
2ab7bb8dbe3511eda83728c2dd2980ba,Xiangling,Pyro,70,6,"""The Catch""",Emblem of Severed Fate
2ab7bb8dbe3511eda83728c2dd2980ba,Beidou,Electro,70,6,Prototype Archaic,
2ab7bb8dbe3511eda83728c2dd2980ba,Xingqiu,Hydro,70,6,Sacrificial Sword,Emblem of Severed Fate
2ab7bb8dbe3511eda83728c2dd2980ba,Gorou,Geo,70,3,Favonius Warbow,"Pale Flame, Flex"
2ab7bb8dbe3511eda83728c2dd2980ba,Fischl,Electro,70,5,The Stringless,Thundering Fury
2ab7bb8dbe3511eda83728c2dd2980ba,Ningguang,Geo,70,6,The Widsith,
2ab7bb8dbe3511eda83728c2dd2980ba,Rosaria,Cryo,60,6,Deathmatch,Blizzard Strayer
2ab7bb8dbe3511eda83728c2dd2980ba,Noelle,Geo,60,6,Waster Greatsword,
2ab7bb8dbe3511eda83728c2dd2980ba,Chongyun,Cryo,60,5,Sacrificial Greatsword,
2ab7bb8dbe3511eda83728c2dd2980ba,Xinyan,Pyro,60,6,Favonius Greatsword,
2ab7bb8dbe3511eda83728c2dd2980ba,Kujou Sara,Electro,60,4,Mouun's Moon,
2ab7bb8dbe3511eda83728c2dd2980ba,Shikanoin Heizou,Anemo,50,0,Apprentice's Notes,
2ab7bb8dbe3511eda83728c2dd2980ba,Barbara,Hydro,50,1,Apprentice's Notes,
2ab7bb8dbe3511eda83728c2dd2980ba,Lisa,Electro,50,3,Thrilling Tales of Dragon Slayers,
2ab7bb8dbe3511eda83728c2dd2980ba,Amber,Pyro,50,1,Seasoned Hunter's Bow,
2ab7bb8dbe3511eda83728c2dd2980ba,Qiqi,Cryo,50,0,The Flute,
2ab7bb8dbe3511eda83728c2dd2980ba,Yanfei,Pyro,50,6,Oathsworn Eye,
2ab7bb8dbe3511eda83728c2dd2980ba,Thoma,Pyro,20,3,Beginner's Protector,
2ab7bb8dbe3511eda83728c2dd2980ba,Aloy,Cryo,20,0,Hunter's Bow,
2ab7bb8dbe3511eda83728c2dd2980ba,Jean,Anemo,20,2,Dull Blade,
2ab7bb8dbe3511eda83728c2dd2980ba,Sayu,Anemo,20,6,Rainslasher,
2ab7bb8dbe3511eda83728c2dd2980ba,Collei,Dendro,20,3,Sacrificial Bow,
2ab7bb8dbe3511eda83728c2dd2980ba,Dori,Electro,20,0,Waster Greatsword,
2ab7bb8dbe3511eda83728c2dd2980ba,Candace,Hydro,20,0,Dragon's Bane,
2ab7bb8dbe3511eda83728c2dd2980ba,Layla,Cryo,20,1,Dull Blade,
2ab7bb8dbe3511eda83728c2dd2980ba,Faruzan,Anemo,20,0,Hunter's Bow,
2ab7bb8dbe3511eda83728c2dd2980ba,Yaoyao,Dendro,20,0,Beginner's Protector,
2ab7e28abe3511ed9c3b28c2dd2980ba,Kamisato Ayaka,Cryo,90,0,Mistsplitter Reforged,Blizzard Strayer
2ab7e28abe3511ed9c3b28c2dd2980ba,Jean,Anemo,90,2,Favonius Sword,"Gladiator's Finale, Shimenawa's Reminiscence"
2ab7e28abe3511ed9c3b28c2dd2980ba,Zhongli,Geo,90,0,Lithic Spear,Tenacity of the Millelith
2ab7e28abe3511ed9c3b28c2dd2980ba,Ganyu,Cryo,90,0,Skyward Harp,Wanderer's Troupe
2ab7e28abe3511ed9c3b28c2dd2980ba,Mona,Hydro,90,2,The Widsith,Emblem of Severed Fate
2ab7e28abe3511ed9c3b28c2dd2980ba,Hu Tao,Pyro,90,0,Dragon's Bane,Crimson Witch of Flames
2ab7e28abe3511ed9c3b28c2dd2980ba,Kaedehara Kazuha,Anemo,90,0,Freedom-Sworn,Viridescent Venerer
2ab7e28abe3511ed9c3b28c2dd2980ba,Yoimiya,Pyro,90,0,Rust,Shimenawa's Reminiscence
2ab7e28abe3511ed9c3b28c2dd2980ba,Eula,Cryo,90,0,Wolf's Gravestone,"Bloodstained Chivalry, Pale Flame"
2ab7e28abe3511ed9c3b28c2dd2980ba,Raiden Shogun,Electro,90,1,"""The Catch""",Emblem of Severed Fate
2ab7e28abe3511ed9c3b28c2dd2980ba,Sangonomiya Kokomi,Hydro,90,0,Everlasting Moonglow,Ocean-Hued Clam
2ab7e28abe3511ed9c3b28c2dd2980ba,Yelan,Hydro,90,1,Aqua Simulacra,"Heart of Depth, Tenacity of the Millelith"
2ab7e28abe3511ed9c3b28c2dd2980ba,Shenhe,Cryo,90,0,Calamity Queller,"Gladiator's Finale, Shimenawa's Reminiscence"
2ab7e28abe3511ed9c3b28c2dd2980ba,Yun Jin,Geo,90,4,Favonius Lance,Husk of Opulent Dreams
2ab7e28abe3511ed9c3b28c2dd2980ba,Nahida,Dendro,90,0,The Widsith,Deepwood Memories
2ab7e28abe3511ed9c3b28c2dd2980ba,Cyno,Electro,90,0,Staff of the Scarlet Sands,Gilded Dreams
2ab7e28abe3511ed9c3b28c2dd2980ba,Keqing,Electro,90,0,Summit Shaper,Thundering Fury
2ab7e28abe3511ed9c3b28c2dd2980ba,Kuki Shinobu,Electro,90,0,Toukabou Shigure,Gilded Dreams
2ab7e28abe3511ed9c3b28c2dd2980ba,Traveler,Anemo,90,6,The Black Sword,"Gladiator's Finale, Shimenawa's Reminiscence"
2ab7e28abe3511ed9c3b28c2dd2980ba,Diluc,Pyro,84,0,Wolf's Gravestone,Crimson Witch of Flames
2ab7e28abe3511ed9c3b28c2dd2980ba,Razor,Electro,80,6,Makhaira Aquamarine,
2ab7e28abe3511ed9c3b28c2dd2980ba,Xiangling,Pyro,80,6,Missive Windspear,
2ab7e28abe3511ed9c3b28c2dd2980ba,Fischl,Electro,80,6,Alley Hunter,"Gladiator's Finale, Thundering Fury"
2ab7e28abe3511ed9c3b28c2dd2980ba,Bennett,Pyro,80,5,The Alley Flash,Noblesse Oblige
2ab7e28abe3511ed9c3b28c2dd2980ba,Diona,Cryo,80,6,Sacrificial Bow,Emblem of Severed Fate
2ab7e28abe3511ed9c3b28c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,"Heart of Depth, Noblesse Oblige"
2ab7e28abe3511ed9c3b28c2dd2980ba,Beidou,Electro,80,6,Serpent Spine,"Shimenawa's Reminiscence, Thundering Fury"
2ab7e28abe3511ed9c3b28c2dd2980ba,Ningguang,Geo,80,3,Solar Pearl,Shimenawa's Reminiscence
2ab7e28abe3511ed9c3b28c2dd2980ba,Aloy,Cryo,80,0,The Stringless,
2ab7e28abe3511ed9c3b28c2dd2980ba,Lisa,Electro,70,2,Favonius Codex,
2ab7e28abe3511ed9c3b28c2dd2980ba,Chongyun,Cryo,60,6,Rainslasher,
2ab7e28abe3511ed9c3b28c2dd2980ba,Rosaria,Cryo,60,6,Primordial Jade Winged-Spear,"Blizzard Strayer, Noblesse Oblige"
2ab7e28abe3511ed9c3b28c2dd2980ba,Barbara,Hydro,50,6,Sacrificial Fragments,
2ab7e28abe3511ed9c3b28c2dd2980ba,Collei,Dendro,50,1,Favonius Warbow,
2ab7e28abe3511ed9c3b28c2dd2980ba,Kaeya,Cryo,50,2,Blackcliff Longsword,
2ab7e28abe3511ed9c3b28c2dd2980ba,Sucrose,Anemo,50,6,Dodoco Tales,Viridescent Venerer
2ab7e28abe3511ed9c3b28c2dd2980ba,Amber,Pyro,50,1,Windblume Ode,
2ab7e28abe3511ed9c3b28c2dd2980ba,Noelle,Geo,50,6,Skyward Pride,
2ab7e28abe3511ed9c3b28c2dd2980ba,Xinyan,Pyro,50,6,Lithic Blade,
