uid,name,element,level,cons,weapon,artifacts
3bc3b9aaa3a611ed947428c2dd2980ba,Mona,Hydro,80,3,Oathsworn Eye,"Vermillion Hereafter, Flex"
3bc3b9aaa3a611ed947428c2dd2980ba,Keqing,Electro,80,4,Dull Blade,
3bc3b9aaa3a611ed947428c2dd2980ba,Kaedehara Kazuha,Anemo,80,0,Sacrificial Sword,Viridescent Venerer
3bc3b9aaa3a611ed947428c2dd2980ba,Barbara,Hydro,80,6,Emerald Orb,
3bc3b9aaa3a611ed947428c2dd2980ba,Xiangling,Pyro,80,6,Dragonspine Spear,
3bc3b9aaa3a611ed947428c2dd2980ba,Beidou,Electro,80,6,Serpent Spine,Flex
3bc3b9aaa3a611ed947428c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,Emblem of Severed Fate
3bc3b9aaa3a611ed947428c2dd2980ba,Ningguang,Geo,80,6,Dodoco Tales,
3bc3b9aaa3a611ed947428c2dd2980ba,Bennett,Pyro,80,6,Sapwood Blade,Noblesse Oblige
3bc3b9aaa3a611ed947428c2dd2980ba,Noelle,Geo,80,6,Snow-Tombed Starsilver,
3bc3b9aaa3a611ed947428c2dd2980ba,Diona,Cryo,80,6,Sacrificial Bow,"Noblesse Oblige, Ocean-Hued Clam"
3bc3b9aaa3a611ed947428c2dd2980ba,Sucrose,Anemo,80,6,Sacrificial Fragments,Viridescent Venerer
3bc3b9aaa3a611ed947428c2dd2980ba,Xinyan,Pyro,80,6,Rainslasher,Gilded Dreams
3bc3b9aaa3a611ed947428c2dd2980ba,Rosaria,Cryo,80,5,Deathmatch,"Shimenawa's Reminiscence, Wanderer's Troupe"
3bc3b9aaa3a611ed947428c2dd2980ba,Yanfei,Pyro,80,6,Apprentice's Notes,
3bc3b9aaa3a611ed947428c2dd2980ba,Gorou,Geo,80,6,Amos' Bow,"Emblem of Severed Fate, Husk of Opulent Dreams"
3bc3b9aaa3a611ed947428c2dd2980ba,Kujou Sara,Electro,80,4,Fading Twilight,
3bc3b9aaa3a611ed947428c2dd2980ba,Collei,Dendro,80,3,Windblume Ode,Deepwood Memories
3bc3b9aaa3a611ed947428c2dd2980ba,Candace,Hydro,80,2,"""The Catch""","Ocean-Hued Clam, Flex"
3bc3b9aaa3a611ed947428c2dd2980ba,Faruzan,Anemo,80,2,Favonius Warbow,Noblesse Oblige
3bc3b9aaa3a611ed947428c2dd2980ba,Yaoyao,Dendro,80,1,Dragon's Bane,Deepwood Memories
3bc3b9aaa3a611ed947428c2dd2980ba,Traveler,Dendro,80,6,Festering Desire,Noblesse Oblige
3bc3b9aaa3a611ed947428c2dd2980ba,Dori,Electro,79,0,The Bell,Emblem of Severed Fate
3bc3b9aaa3a611ed947428c2dd2980ba,Aloy,Cryo,70,0,The Viridescent Hunt,
3bc3b9aaa3a611ed947428c2dd2980ba,Lisa,Electro,70,0,Mappa Mare,
3bc3b9aaa3a611ed947428c2dd2980ba,Razor,Electro,70,5,Waster Greatsword,
3bc3b9aaa3a611ed947428c2dd2980ba,Amber,Pyro,70,2,Hunter's Bow,
3bc3b9aaa3a611ed947428c2dd2980ba,Chongyun,Cryo,70,6,Katsuragikiri Nagamasa,
3bc3b9aaa3a611ed947428c2dd2980ba,Thoma,Pyro,70,0,Black Tassel,Flex
3bc3b9aaa3a611ed947428c2dd2980ba,Shikanoin Heizou,Anemo,70,3,Apprentice's Notes,
3bc3b9aaa3a611ed947428c2dd2980ba,Kaeya,Cryo,50,3,Dull Blade,
3bc3b9aba3a611edacc028c2dd2980ba,Hu Tao,Pyro,90,1,Dragon's Bane,Crimson Witch of Flames
3bc3b9aba3a611edacc028c2dd2980ba,Kaedehara Kazuha,Anemo,90,0,Favonius Sword,Viridescent Venerer
3bc3b9aba3a611edacc028c2dd2980ba,Sangonomiya Kokomi,Hydro,90,0,Prototype Amber,Ocean-Hued Clam
3bc3b9aba3a611edacc028c2dd2980ba,Bennett,Pyro,90,6,Haran Geppaku Futsu,"Shimenawa's Reminiscence, Wanderer's Troupe"
3bc3b9aba3a611edacc028c2dd2980ba,Noelle,Geo,90,6,Whiteblind,Gladiator's Finale
3bc3b9aba3a611edacc028c2dd2980ba,Sucrose,Anemo,90,6,Sacrificial Fragments,Viridescent Venerer
3bc3b9aba3a611edacc028c2dd2980ba,Ganyu,Cryo,81,0,Prototype Crescent,Wanderer's Troupe
3bc3b9aba3a611edacc028c2dd2980ba,Ningguang,Geo,81,6,Skyward Atlas,"Archaic Petra, Flex"
3bc3b9aba3a611edacc028c2dd2980ba,Kamisato Ayaka,Cryo,80,0,Mistsplitter Reforged,Blizzard Strayer
3bc3b9aba3a611edacc028c2dd2980ba,Jean,Anemo,80,2,Iron Sting,Viridescent Venerer
3bc3b9aba3a611edacc028c2dd2980ba,Klee,Pyro,80,0,Skyward Atlas,"Crimson Witch of Flames, Gladiator's Finale"
3bc3b9aba3a611edacc028c2dd2980ba,Zhongli,Geo,80,0,Favonius Lance,"Noblesse Oblige, Tenacity of the Millelith"
3bc3b9aba3a611edacc028c2dd2980ba,Mona,Hydro,80,3,The Widsith,"Wanderer's Troupe, Flex"
3bc3b9aba3a611edacc028c2dd2980ba,Eula,Cryo,80,0,Prototype Archaic,"Bloodstained Chivalry, Pale Flame"
3bc3b9aba3a611edacc028c2dd2980ba,Raiden Shogun,Electro,80,0,"""The Catch""",Emblem of Severed Fate
3bc3b9aba3a611edacc028c2dd2980ba,Arataki Itto,Geo,80,0,Rainslasher,Flex
3bc3b9aba3a611edacc028c2dd2980ba,Tighnari,Dendro,80,0,Hunter's Path,Wanderer's Troupe
3bc3b9aba3a611edacc028c2dd2980ba,Cyno,Electro,80,0,Primordial Jade Winged-Spear,Gladiator's Finale
3bc3b9aba3a611edacc028c2dd2980ba,Kaeya,Cryo,80,1,Lion's Roar,"Blizzard Strayer, Shimenawa's Reminiscence"
3bc3b9aba3a611edacc028c2dd2980ba,Xiangling,Pyro,80,6,Favonius Lance,"Crimson Witch of Flames, Wanderer's Troupe"
3bc3b9aba3a611edacc028c2dd2980ba,Beidou,Electro,80,6,Lithic Blade,"Gladiator's Finale, Noblesse Oblige"
3bc3b9aba3a611edacc028c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,"Heart of Depth, Noblesse Oblige"
3bc3b9aba3a611edacc028c2dd2980ba,Fischl,Electro,80,6,The Stringless,"Gladiator's Finale, Flex"
3bc3b9aba3a611edacc028c2dd2980ba,Chongyun,Cryo,80,6,Sacrificial Greatsword,"Blizzard Strayer, Flex"
3bc3b9aba3a611edacc028c2dd2980ba,Rosaria,Cryo,80,5,Favonius Lance,"Blizzard Strayer, Noblesse Oblige"
3bc3b9aba3a611edacc028c2dd2980ba,Wanderer,Anemo,80,0,Lost Prayer to the Sacred Winds,"Gladiator's Finale, Viridescent Venerer"
3bc3b9aba3a611edacc028c2dd2980ba,Qiqi,Cryo,70,1,Skyrider Sword,Ocean-Hued Clam
3bc3b9aba3a611edacc028c2dd2980ba,Lisa,Electro,70,0,Otherworldly Story,
3bc3b9aba3a611edacc028c2dd2980ba,Barbara,Hydro,70,6,Thrilling Tales of Dragon Slayers,Ocean-Hued Clam
3bc3b9aba3a611edacc028c2dd2980ba,Diona,Cryo,70,6,Favonius Warbow,Noblesse Oblige
3bc3b9aba3a611edacc028c2dd2980ba,Yanfei,Pyro,70,3,The Widsith,Gladiator's Finale
3bc3b9aba3a611edacc028c2dd2980ba,Thoma,Pyro,70,6,Beginner's Protector,
3bc3b9aba3a611edacc028c2dd2980ba,Gorou,Geo,70,0,Sacrificial Bow,The Exile
3bc3b9aba3a611edacc028c2dd2980ba,Traveler,Dendro,70,6,Amenoma Kageuchi,Flex
3bc3b9aba3a611edacc028c2dd2980ba,Aloy,Cryo,50,0,Hunter's Bow,
3bc3b9aba3a611edacc028c2dd2980ba,Razor,Electro,50,4,Skyrider Greatsword,
3bc3b9aba3a611edacc028c2dd2980ba,Amber,Pyro,50,2,Recurve Bow,
3bc3b9aba3a611edacc028c2dd2980ba,Xinyan,Pyro,50,6,Waster Greatsword,
3bc3b9aba3a611edacc028c2dd2980ba,Kujou Sara,Electro,50,3,Hunter's Bow,
3bc3b9aba3a611edacc028c2dd2980ba,Sayu,Anemo,50,5,Waster Greatsword,
3bc3b9aba3a611edacc028c2dd2980ba,Shikanoin Heizou,Anemo,50,0,Apprentice's Notes,
3bc3b9aba3a611edacc028c2dd2980ba,Diluc,Pyro,50,0,Waster Greatsword,
3bc3b9aba3a611edacc028c2dd2980ba,Kuki Shinobu,Electro,50,0,Dull Blade,
3bc3b9aba3a611edacc028c2dd2980ba,Yun Jin,Geo,50,0,Beginner's Protector,
3bc3b9aba3a611edacc028c2dd2980ba,Collei,Dendro,50,1,Hunter's Bow,
3bc3b9aba3a611edacc028c2dd2980ba,Faruzan,Anemo,50,0,Hunter's Bow,
3bc3b9aba3a611edacc028c2dd2980ba,Dori,Electro,50,0,Waster Greatsword,
3bc3b9aba3a611edacc028c2dd2980ba,Candace,Hydro,50,0,Beginner's Protector,
3bc3b9aba3a611edacc028c2dd2980ba,Layla,Cryo,50,1,Dull Blade,
3bc3b9aba3a611edacc028c2dd2980ba,Yaoyao,Dendro,50,0,Beginner's Protector,
3bc3b9aca3a611ed87f928c2dd2980ba,Diluc,Pyro,90,1,Serpent Spine,Crimson Witch of Flames
3bc3b9aca3a611ed87f928c2dd2980ba,Xiao,Anemo,90,2,Primordial Jade Winged-Spear,Vermillion Hereafter
3bc3b9aca3a611ed87f928c2dd2980ba,Zhongli,Geo,90,0,Black Tassel,Tenacity of the Millelith
3bc3b9aca3a611ed87f928c2dd2980ba,Tartaglia,Hydro,90,0,Skyward Harp,Heart of Depth
3bc3b9aca3a611ed87f928c2dd2980ba,Ganyu,Cryo,90,0,Skyward Harp,Wanderer's Troupe
3bc3b9aca3a611ed87f928c2dd2980ba,Kaedehara Kazuha,Anemo,90,0,Xiphos' Moonlight,Viridescent Venerer
3bc3b9aca3a611ed87f928c2dd2980ba,Raiden Shogun,Electro,90,5,Engulfing Lightning,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Yae Miko,Electro,90,0,Apprentice's Notes,Gilded Dreams
3bc3b9aca3a611ed87f928c2dd2980ba,Yelan,Hydro,90,0,Favonius Warbow,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Shenhe,Cryo,90,0,Missive Windspear,"Gladiator's Finale, Shimenawa's Reminiscence"
3bc3b9aca3a611ed87f928c2dd2980ba,Traveler,Dendro,90,4,Favonius Sword,Deepwood Memories
3bc3b9aca3a611ed87f928c2dd2980ba,Jean,Anemo,80,3,Festering Desire,Viridescent Venerer
3bc3b9aca3a611ed87f928c2dd2980ba,Mona,Hydro,80,3,Thrilling Tales of Dragon Slayers,Noblesse Oblige
3bc3b9aca3a611ed87f928c2dd2980ba,Barbara,Hydro,80,6,Prototype Amber,
3bc3b9aca3a611ed87f928c2dd2980ba,Kaeya,Cryo,80,2,The Black Sword,Blizzard Strayer
3bc3b9aca3a611ed87f928c2dd2980ba,Xiangling,Pyro,80,6,Deathmatch,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Beidou,Electro,80,5,Skyward Pride,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Fischl,Electro,80,6,Rust,"Shimenawa's Reminiscence, Thundering Fury"
3bc3b9aca3a611ed87f928c2dd2980ba,Bennett,Pyro,80,4,Skyward Blade,Noblesse Oblige
3bc3b9aca3a611ed87f928c2dd2980ba,Diona,Cryo,80,6,Sacrificial Bow,Noblesse Oblige
3bc3b9aca3a611ed87f928c2dd2980ba,Sucrose,Anemo,80,6,Sacrificial Fragments,Viridescent Venerer
3bc3b9aca3a611ed87f928c2dd2980ba,Rosaria,Cryo,80,5,Favonius Lance,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Kujou Sara,Electro,80,6,Sacrificial Bow,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Noelle,Geo,80,6,Whiteblind,Husk of Opulent Dreams
3bc3b9aca3a611ed87f928c2dd2980ba,Faruzan,Anemo,80,6,Favonius Warbow,Tenacity of the Millelith
3bc3b9aca3a611ed87f928c2dd2980ba,Wanderer,Anemo,80,0,The Widsith,Shimenawa's Reminiscence
3bc3b9aca3a611ed87f928c2dd2980ba,Gorou,Geo,70,6,Fading Twilight,"Emblem of Severed Fate, Husk of Opulent Dreams"
3bc3b9aca3a611ed87f928c2dd2980ba,Arataki Itto,Geo,70,0,Redhorn Stonethresher,Husk of Opulent Dreams
3bc3b9aca3a611ed87f928c2dd2980ba,Keqing,Electro,60,3,Lion's Roar,
3bc3b9aca3a611ed87f928c2dd2980ba,Yaoyao,Dendro,60,0,Beginner's Protector,
3bc3b9aca3a611ed87f928c2dd2980ba,Ningguang,Geo,50,6,Apprentice's Notes,Flex
3bc3b9aca3a611ed87f928c2dd2980ba,Thoma,Pyro,50,6,Favonius Lance,Emblem of Severed Fate
3bc3b9aca3a611ed87f928c2dd2980ba,Shikanoin Heizou,Anemo,50,0,Apprentice's Notes,
3bc3b9aca3a611ed87f928c2dd2980ba,Chongyun,Cryo,50,3,Sacrificial Greatsword,
3bc3b9aca3a611ed87f928c2dd2980ba,Qiqi,Cryo,40,2,Dull Blade,
3bc3b9aca3a611ed87f928c2dd2980ba,Yun Jin,Geo,40,1,Beginner's Protector,
3bc3b9aca3a611ed87f928c2dd2980ba,Amber,Pyro,40,1,Windblume Ode,
3bc3b9aca3a611ed87f928c2dd2980ba,Xinyan,Pyro,40,6,Waster Greatsword,
3bc3b9aca3a611ed87f928c2dd2980ba,Collei,Dendro,40,1,Hunter's Bow,
3bc3b9aca3a611ed87f928c2dd2980ba,Tighnari,Dendro,40,0,Hunter's Bow,
3bc3b9aca3a611ed87f928c2dd2980ba,Aloy,Cryo,40,0,Hunter's Bow,Gilded Dreams
3bc3b9aca3a611ed87f928c2dd2980ba,Yanfei,Pyro,40,6,Apprentice's Notes,Pale Flame
3bc3b9aca3a611ed87f928c2dd2980ba,Kuki Shinobu,Electro,40,0,Dull Blade,Flower of Paradise Lost
3bc3b9aca3a611ed87f928c2dd2980ba,Sayu,Anemo,20,6,Rainslasher,Maiden Beloved
3bc3b9aca3a611ed87f928c2dd2980ba,Lisa,Electro,20,2,Apprentice's Notes,
3bc3b9aca3a611ed87f928c2dd2980ba,Razor,Electro,20,2,Waster Greatsword,Desert Pavilion Chronicle
3bc3b9aca3a611ed87f928c2dd2980ba,Layla,Cryo,20,0,Dull Blade,"Gladiator's Finale, Viridescent Venerer"
3bc3b9ada3a611ed973328c2dd2980ba,Venti,Anemo,90,0,The Stringless,Viridescent Venerer
3bc3b9ada3a611ed973328c2dd2980ba,Keqing,Electro,90,1,Primordial Jade Cutter,Thundering Fury
3bc3b9ada3a611ed973328c2dd2980ba,Sangonomiya Kokomi,Hydro,90,0,Prototype Amber,Ocean-Hued Clam
3bc3b9ada3a611ed973328c2dd2980ba,Yae Miko,Electro,90,0,Skyward Atlas,Gilded Dreams
3bc3b9ada3a611ed973328c2dd2980ba,Nilou,Hydro,90,0,Key of Khaj-Nisut,"Tenacity of the Millelith, Wanderer's Troupe"
3bc3b9ada3a611ed973328c2dd2980ba,Nahida,Dendro,90,0,Wandering Evenstar,Deepwood Memories
3bc3b9ada3a611ed973328c2dd2980ba,Lisa,Electro,90,6,Fruit of Fulfillment,Gilded Dreams
3bc3b9ada3a611ed973328c2dd2980ba,Noelle,Geo,90,6,Serpent Spine,Husk of Opulent Dreams
3bc3b9ada3a611ed973328c2dd2980ba,Sucrose,Anemo,90,6,Sacrificial Fragments,Viridescent Venerer
3bc3b9ada3a611ed973328c2dd2980ba,Yanfei,Pyro,90,6,Lost Prayer to the Sacred Winds,Wanderer's Troupe
3bc3b9ada3a611ed973328c2dd2980ba,Thoma,Pyro,90,2,Kitain Cross Spear,"Emblem of Severed Fate, Wanderer's Troupe"
3bc3b9ada3a611ed973328c2dd2980ba,Yun Jin,Geo,90,6,Favonius Lance,"Emblem of Severed Fate, Husk of Opulent Dreams"
3bc3b9ada3a611ed973328c2dd2980ba,Kuki Shinobu,Electro,90,2,Xiphos' Moonlight,Gilded Dreams
3bc3b9ada3a611ed973328c2dd2980ba,Kaedehara Kazuha,Anemo,89,0,Xiphos' Moonlight,Viridescent Venerer
3bc3b9ada3a611ed973328c2dd2980ba,Yelan,Hydro,89,0,Favonius Warbow,Emblem of Severed Fate
3bc3b9ada3a611ed973328c2dd2980ba,Cyno,Electro,89,0,Primordial Jade Winged-Spear,Gladiator's Finale
3bc3b9ada3a611ed973328c2dd2980ba,Fischl,Electro,89,6,Alley Hunter,"Thundering Fury, Wanderer's Troupe"
3bc3b9ada3a611ed973328c2dd2980ba,Wanderer,Anemo,89,0,Skyward Atlas,Desert Pavilion Chronicle
3bc3b9ada3a611ed973328c2dd2980ba,Alhaitham,Dendro,89,0,Primordial Jade Cutter,"Gilded Dreams, Wanderer's Troupe"
3bc3b9ada3a611ed973328c2dd2980ba,Traveler,Dendro,86,6,Sacrificial Sword,Deepwood Memories
3bc3b9ada3a611ed973328c2dd2980ba,Kamisato Ayaka,Cryo,80,0,Amenoma Kageuchi,Blizzard Strayer
3bc3b9ada3a611ed973328c2dd2980ba,Jean,Anemo,80,2,Favonius Sword,"Viridescent Venerer, Flex"
3bc3b9ada3a611ed973328c2dd2980ba,Tartaglia,Hydro,80,0,Skyward Harp,"Gladiator's Finale, Heart of Depth"
3bc3b9ada3a611ed973328c2dd2980ba,Raiden Shogun,Electro,80,0,Engulfing Lightning,Emblem of Severed Fate
3bc3b9ada3a611ed973328c2dd2980ba,Shenhe,Cryo,80,0,Skyward Spine,"Gladiator's Finale, Shimenawa's Reminiscence"
3bc3b9ada3a611ed973328c2dd2980ba,Barbara,Hydro,80,6,Favonius Codex,Instructor
3bc3b9ada3a611ed973328c2dd2980ba,Xiangling,Pyro,80,4,"""The Catch""",Emblem of Severed Fate
3bc3b9ada3a611ed973328c2dd2980ba,Beidou,Electro,80,6,Favonius Greatsword,Emblem of Severed Fate
3bc3b9ada3a611ed973328c2dd2980ba,Xingqiu,Hydro,80,6,The Black Sword,Emblem of Severed Fate
3bc3b9ada3a611ed973328c2dd2980ba,Bennett,Pyro,80,5,Sapwood Blade,Noblesse Oblige
3bc3b9ada3a611ed973328c2dd2980ba,Chongyun,Cryo,80,6,Akuoumaru,Flex
3bc3b9ada3a611ed973328c2dd2980ba,Collei,Dendro,80,1,Elegy for the End,Instructor
3bc3b9ada3a611ed973328c2dd2980ba,Diluc,Pyro,70,1,Whiteblind,
3bc3b9ada3a611ed973328c2dd2980ba,Mona,Hydro,70,0,Oathsworn Eye,
3bc3b9ada3a611ed973328c2dd2980ba,Diona,Cryo,70,6,Fading Twilight,
3bc3b9ada3a611ed973328c2dd2980ba,Rosaria,Cryo,70,6,Favonius Lance,
3bc3b9ada3a611ed973328c2dd2980ba,Gorou,Geo,70,6,Sacrificial Bow,The Exile
3bc3b9ada3a611ed973328c2dd2980ba,Faruzan,Anemo,70,4,Favonius Warbow,"Emblem of Severed Fate, The Exile"
3bc3b9ada3a611ed973328c2dd2980ba,Layla,Cryo,70,0,Key of Khaj-Nisut,
3bc3b9ada3a611ed973328c2dd2980ba,Yaoyao,Dendro,70,0,Favonius Lance,Tenacity of the Millelith
3bc3b9ada3a611ed973328c2dd2980ba,Ningguang,Geo,60,5,Sacrificial Fragments,
3bc3b9ada3a611ed973328c2dd2980ba,Qiqi,Cryo,50,2,Iron Sting,
3bc3b9ada3a611ed973328c2dd2980ba,Razor,Electro,50,2,Snow-Tombed Starsilver,Pale Flame
3bc3b9ada3a611ed973328c2dd2980ba,Sayu,Anemo,50,3,Serpent Spine,Viridescent Venerer
3bc3b9ada3a611ed973328c2dd2980ba,Dori,Electro,50,0,Katsuragikiri Nagamasa,
3bc3b9ada3a611ed973328c2dd2980ba,Candace,Hydro,50,5,Wavebreaker's Fin,Emblem of Severed Fate
3bc3b9ada3a611ed973328c2dd2980ba,Aloy,Cryo,21,0,The Viridescent Hunt,
3bc3b9ada3a611ed973328c2dd2980ba,Amber,Pyro,21,1,Rust,
3bc3b9ada3a611ed973328c2dd2980ba,Xinyan,Pyro,21,6,The Bell,
3bc3b9ada3a611ed973328c2dd2980ba,Kujou Sara,Electro,21,1,Mouun's Moon,
3bc3b9ada3a611ed973328c2dd2980ba,Shikanoin Heizou,Anemo,21,5,Wine and Song,
3bc3b9ada3a611ed973328c2dd2980ba,Kaeya,Cryo,20,2,Primordial Jade Cutter,
3bc3b9aea3a611ed874528c2dd2980ba,Zhongli,Geo,90,0,Favonius Lance,Tenacity of the Millelith
3bc3b9aea3a611ed874528c2dd2980ba,Hu Tao,Pyro,90,3,Staff of Homa,Crimson Witch of Flames
3bc3b9aea3a611ed874528c2dd2980ba,Eula,Cryo,90,2,Wolf's Gravestone,Pale Flame
3bc3b9aea3a611ed874528c2dd2980ba,Raiden Shogun,Electro,90,2,Staff of Homa,Emblem of Severed Fate
3bc3b9aea3a611ed874528c2dd2980ba,Yelan,Hydro,90,2,Aqua Simulacra,Emblem of Severed Fate
3bc3b9aea3a611ed874528c2dd2980ba,Nahida,Dendro,90,1,Sacrificial Fragments,Deepwood Memories
3bc3b9aea3a611ed874528c2dd2980ba,Wanderer,Anemo,90,0,Solar Pearl,"Desert Pavilion Chronicle, Emblem of Severed Fate"
3bc3b9aea3a611ed874528c2dd2980ba,Ningguang,Geo,89,6,Thrilling Tales of Dragon Slayers,"Archaic Petra, Gladiator's Finale"
3bc3b9aea3a611ed874528c2dd2980ba,Venti,Anemo,80,0,The Stringless,Viridescent Venerer
3bc3b9aea3a611ed874528c2dd2980ba,Tartaglia,Hydro,80,0,The Viridescent Hunt,Heart of Depth
3bc3b9aea3a611ed874528c2dd2980ba,Ganyu,Cryo,80,0,Hamayumi,Blizzard Strayer
3bc3b9aea3a611ed874528c2dd2980ba,Kaedehara Kazuha,Anemo,80,0,Festering Desire,Viridescent Venerer
3bc3b9aea3a611ed874528c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,Emblem of Severed Fate
3bc3b9aea3a611ed874528c2dd2980ba,Razor,Electro,80,6,Prototype Archaic,"Gladiator's Finale, Flex"
3bc3b9aea3a611ed874528c2dd2980ba,Kuki Shinobu,Electro,80,1,Iron Sting,Gilded Dreams
3bc3b9aea3a611ed874528c2dd2980ba,Mona,Hydro,79,2,Oathsworn Eye,Emblem of Severed Fate
3bc3b9aea3a611ed874528c2dd2980ba,Fischl,Electro,79,6,Windblume Ode,Thundering Fury
3bc3b9aea3a611ed874528c2dd2980ba,Jean,Anemo,70,3,Favonius Sword,Viridescent Venerer
3bc3b9aea3a611ed874528c2dd2980ba,Bennett,Pyro,70,5,Aquila Favonia,Crimson Witch of Flames
3bc3b9aea3a611ed874528c2dd2980ba,Sucrose,Anemo,70,6,Sacrificial Fragments,Viridescent Venerer
3bc3b9aea3a611ed874528c2dd2980ba,Yun Jin,Geo,70,6,Favonius Lance,Husk of Opulent Dreams
3bc3b9aea3a611ed874528c2dd2980ba,Xiangling,Pyro,70,6,"""The Catch""",Emblem of Severed Fate
3bc3b9aea3a611ed874528c2dd2980ba,Traveler,Dendro,70,5,Prototype Rancour,Pale Flame
3bc3b9aea3a611ed874528c2dd2980ba,Kaeya,Cryo,60,3,Dull Blade,The Exile
3bc3b9aea3a611ed874528c2dd2980ba,Collei,Dendro,60,2,Sacrificial Bow,Gilded Dreams
3bc3b9aea3a611ed874528c2dd2980ba,Qiqi,Cryo,60,3,The Flute,"Gladiator's Finale, Maiden Beloved"
3bc3b9aea3a611ed874528c2dd2980ba,Beidou,Electro,60,6,Luxurious Sea-Lord,Emblem of Severed Fate
3bc3b9aea3a611ed874528c2dd2980ba,Chongyun,Cryo,60,6,Sacrificial Greatsword,Flex
3bc3b9aea3a611ed874528c2dd2980ba,Diona,Cryo,60,6,Favonius Warbow,Maiden Beloved
3bc3b9aea3a611ed874528c2dd2980ba,Rosaria,Cryo,60,4,Deathmatch,"Noblesse Oblige, Flex"
3bc3b9aea3a611ed874528c2dd2980ba,Amber,Pyro,30,0,Hunter's Bow,"Berserker, Traveling Doctor"
3bc3b9aea3a611ed874528c2dd2980ba,Noelle,Geo,30,6,The Bell,The Exile
3bc3b9aea3a611ed874528c2dd2980ba,Barbara,Hydro,20,6,Apprentice's Notes,Maiden Beloved
3bc3b9aea3a611ed874528c2dd2980ba,Yanfei,Pyro,20,6,Apprentice's Notes,
3bc3b9aea3a611ed874528c2dd2980ba,Kujou Sara,Electro,20,6,Hunter's Bow,
3bc3b9aea3a611ed874528c2dd2980ba,Dori,Electro,20,3,Waster Greatsword,
3bc3b9aea3a611ed874528c2dd2980ba,Candace,Hydro,20,0,Beginner's Protector,
3bc3b9aea3a611ed874528c2dd2980ba,Layla,Cryo,20,1,Dull Blade,
