uid,name,element,level,cons,weapon,artifacts
5a02bb3299f511ed815514dda990290e,Sayu,Anemo,23,4,Skyward Pride,"Crimson Witch of Flames, Emblem of Severed Fate"
5a02bb3299f511ed815514dda990290e,Thoma,Pyro,22,5,Prototype Starglitter,
5a02bb3299f511ed815514dda990290e,Collei,Dendro,22,1,Sacrificial Bow,Flex
5a02bb3299f511ed815514dda990290e,Diluc,Pyro,21,0,Waster Greatsword,
5a02bb3299f511ed815514dda990290e,Rosaria,Cryo,21,6,Favonius Lance,
5a02bb3299f511ed815514dda990290e,Gorou,Geo,21,1,Recurve Bow,Instructor
5a02bb3299f511ed815514dda990290e,Dori,Electro,20,2,Rainslasher,
5a02bb3399f511ed809c14dda990290e,Yoimiya,Pyro,90,1,Thundering Pulse,"Echoes of an Offering, Gladiator's Finale"
5a02bb3399f511ed809c14dda990290e,Raiden Shogun,Electro,90,1,Engulfing Lightning,Emblem of Severed Fate
5a02bb3399f511ed809c14dda990290e,Fischl,Electro,89,6,The Stringless,"Emblem of Severed Fate, Flex"
5a02bb3399f511ed809c14dda990290e,Sangonomiya Kokomi,Hydro,89,0,Thrilling Tales of Dragon Slayers,Ocean-Hued Clam
5a02bb3399f511ed809c14dda990290e,Yun Jin,Geo,89,6,Skyward Spine,Husk of Opulent Dreams
5a02bb3399f511ed809c14dda990290e,Klee,Pyro,90,0,Solar Pearl,Wanderer's Troupe
5a02bb3399f511ed809c14dda990290e,Kamisato Ayato,Hydro,90,0,The Black Sword,Gladiator's Finale
5a02bb3399f511ed809c14dda990290e,Qiqi,Cryo,80,2,Favonius Sword,Ocean-Hued Clam
5a02bb3399f511ed809c14dda990290e,Jean,Anemo,90,2,Toukabou Shigure,Flower of Paradise Lost
5a02bb3399f511ed809c14dda990290e,Venti,Anemo,90,0,Elegy for the End,Viridescent Venerer
5a02bb3399f511ed809c14dda990290e,Arataki Itto,Geo,90,0,Whiteblind,Husk of Opulent Dreams
5a02bb3399f511ed809c14dda990290e,Nahida,Dendro,90,0,The Widsith,"Gilded Dreams, Wanderer's Troupe"
5a02bb3399f511ed809c14dda990290e,Wanderer,Anemo,90,1,Lost Prayer to the Sacred Winds,"Viridescent Venerer, Flex"
5a02bb3399f511ed809c14dda990290e,Tighnari,Dendro,89,0,Skyward Harp,"Gilded Dreams, Vermillion Hereafter"
5a02bb3399f511ed809c14dda990290e,Cyno,Electro,89,1,Missive Windspear,"Gilded Dreams, Wanderer's Troupe"
5a02bb3399f511ed809c14dda990290e,Kuki Shinobu,Electro,89,6,Iron Sting,"Wanderer's Troupe, Flex"
5a02bb3399f511ed809c14dda990290e,Kamisato Ayaka,Cryo,85,0,Amenoma Kageuchi,Blizzard Strayer
5a02bb3399f511ed809c14dda990290e,Xiao,Anemo,81,0,Primordial Jade Winged-Spear,Vermillion Hereafter
5a02bb3399f511ed809c14dda990290e,Zhongli,Geo,81,0,Favonius Lance,Deepwood Memories
5a02bb3399f511ed809c14dda990290e,Sayu,Anemo,81,6,Wolf's Gravestone,Viridescent Venerer
5a02bb3399f511ed809c14dda990290e,Albedo,Geo,80,0,Cinnabar Spindle,Husk of Opulent Dreams
5a02bb3399f511ed809c14dda990290e,Mona,Hydro,80,3,Oathsworn Eye,"Vermillion Hereafter, Flex"
5a02bb3399f511ed809c14dda990290e,Keqing,Electro,80,4,Dull Blade,
5a02bb3399f511ed809c14dda990290e,Kaedehara Kazuha,Anemo,80,0,Sacrificial Sword,Viridescent Venerer
5a02bb3399f511ed809c14dda990290e,Barbara,Hydro,80,6,Emerald Orb,
5a02bb3399f511ed809c14dda990290e,Xiangling,Pyro,80,6,Dragonspine Spear,
5a02bb3399f511ed809c14dda990290e,Beidou,Electro,80,6,Serpent Spine,Flex
5a02bb3399f511ed809c14dda990290e,Xingqiu,Hydro,80,6,Sacrificial Sword,Emblem of Severed Fate
5a02bb3399f511ed809c14dda990290e,Ningguang,Geo,80,6,Dodoco Tales,
5a02bb3399f511ed809c14dda990290e,Bennett,Pyro,80,6,Sapwood Blade,Noblesse Oblige
5a02bb3399f511ed809c14dda990290e,Noelle,Geo,80,6,Snow-Tombed Starsilver,
5a02bb3399f511ed809c14dda990290e,Diona,Cryo,80,6,Sacrificial Bow,"Noblesse Oblige, Ocean-Hued Clam"
5a02bb3399f511ed809c14dda990290e,Sucrose,Anemo,80,6,Sacrificial Fragments,Viridescent Venerer
5a02bb3399f511ed809c14dda990290e,Xinyan,Pyro,80,6,Rainslasher,Gilded Dreams
5a02bb3399f511ed809c14dda990290e,Rosaria,Cryo,80,5,Deathmatch,"Shimenawa's Reminiscence, Wanderer's Troupe"
5a02bb3399f511ed809c14dda990290e,Yanfei,Pyro,80,6,Apprentice's Notes,
5a02bb3399f511ed809c14dda990290e,Gorou,Geo,80,6,Amos' Bow,"Emblem of Severed Fate, Husk of Opulent Dreams"
5a02bb3399f511ed809c14dda990290e,Kujou Sara,Electro,80,4,Fading Twilight,
5a02bb3399f511ed809c14dda990290e,Collei,Dendro,80,3,Windblume Ode,Deepwood Memories
5a02bb3399f511ed809c14dda990290e,Candace,Hydro,80,2,"""The Catch""","Ocean-Hued Clam, Flex"
5a02bb3399f511ed809c14dda990290e,Faruzan,Anemo,80,2,Favonius Warbow,Noblesse Oblige
5a02bb3399f511ed809c14dda990290e,Yaoyao,Dendro,80,0,Dragon's Bane,Deepwood Memories
5a02bb3399f511ed809c14dda990290e,Traveler,Dendro,80,6,Festering Desire,"Gladiator's Finale, Noblesse Oblige"
5a02bb3399f511ed809c14dda990290e,Dori,Electro,79,0,The Bell,Emblem of Severed Fate
5a02bb3399f511ed809c14dda990290e,Aloy,Cryo,70,0,The Viridescent Hunt,
5a02bb3399f511ed809c14dda990290e,Lisa,Electro,70,0,Mappa Mare,
5a02bb3399f511ed809c14dda990290e,Razor,Electro,70,5,Waster Greatsword,
5a02bb3399f511ed809c14dda990290e,Amber,Pyro,70,2,Hunter's Bow,
5a02bb3399f511ed809c14dda990290e,Chongyun,Cryo,70,6,Katsuragikiri Nagamasa,
5a02bb3399f511ed809c14dda990290e,Thoma,Pyro,70,0,Black Tassel,Flex
5a02bb3399f511ed809c14dda990290e,Shikanoin Heizou,Anemo,70,3,Apprentice's Notes,
5a02bb3399f511ed809c14dda990290e,Kaeya,Cryo,50,3,Dull Blade,
5a02bb3499f511edad8a14dda990290e,Venti,Anemo,90,0,Skyward Harp,Viridescent Venerer
5a02bb3499f511edad8a14dda990290e,Xiao,Anemo,90,0,Primordial Jade Winged-Spear,Echoes of an Offering
5a02bb3499f511edad8a14dda990290e,Zhongli,Geo,90,0,Deathmatch,Tenacity of the Millelith
5a02bb3499f511edad8a14dda990290e,Tartaglia,Hydro,90,0,The Viridescent Hunt,Heart of Depth
5a02bb3499f511edad8a14dda990290e,Qiqi,Cryo,90,3,Summit Shaper,Ocean-Hued Clam
5a02bb3499f511edad8a14dda990290e,Albedo,Geo,90,0,Cinnabar Spindle,Husk of Opulent Dreams
5a02bb3499f511edad8a14dda990290e,Kaedehara Kazuha,Anemo,90,6,Light of Foliar Incision,Viridescent Venerer
5a02bb3499f511edad8a14dda990290e,Arataki Itto,Geo,90,1,Redhorn Stonethresher,Husk of Opulent Dreams
5a02bb3499f511edad8a14dda990290e,Tighnari,Dendro,90,1,Hunter's Path,Wanderer's Troupe
5a02bb3499f511edad8a14dda990290e,Cyno,Electro,90,0,Staff of the Scarlet Sands,Gilded Dreams
5a02bb3499f511edad8a14dda990290e,Wanderer,Anemo,90,2,Tulaytullah's Remembrance,"Gladiator's Finale, Viridescent Venerer"
5a02bb3499f511edad8a14dda990290e,Razor,Electro,90,6,Serpent Spine,"Bloodstained Chivalry, Pale Flame"
5a02bb3499f511edad8a14dda990290e,Xiangling,Pyro,90,6,"""The Catch""",Crimson Witch of Flames
5a02bb3499f511edad8a14dda990290e,Xingqiu,Hydro,90,6,Primordial Jade Cutter,"Heart of Depth, Noblesse Oblige"
5a02bb3499f511edad8a14dda990290e,Bennett,Pyro,90,6,Mistsplitter Reforged,Crimson Witch of Flames
5a02bb3499f511edad8a14dda990290e,Chongyun,Cryo,90,6,Wolf's Gravestone,"Blizzard Strayer, Noblesse Oblige"
5a02bb3499f511edad8a14dda990290e,Diona,Cryo,90,6,Sacrificial Bow,Noblesse Oblige
5a02bb3499f511edad8a14dda990290e,Sucrose,Anemo,90,6,Sacrificial Fragments,Viridescent Venerer
5a02bb3499f511edad8a14dda990290e,Gorou,Geo,90,6,Favonius Warbow,Noblesse Oblige
5a02bb3499f511edad8a14dda990290e,Shikanoin Heizou,Anemo,90,6,Lost Prayer to the Sacred Winds,
5a02bb3499f511edad8a14dda990290e,Yun Jin,Geo,90,0,Favonius Lance,Husk of Opulent Dreams
5a02bb3499f511edad8a14dda990290e,Kuki Shinobu,Electro,90,6,Toukabou Shigure,Flower of Paradise Lost
5a02bb3499f511edad8a14dda990290e,Faruzan,Anemo,90,6,Amos' Bow,Noblesse Oblige
5a02bb3499f511edad8a14dda990290e,Traveler,Dendro,90,3,Favonius Sword,Deepwood Memories
5a02bb3499f511edad8a14dda990290e,Jean,Anemo,70,2,Festering Desire,Viridescent Venerer
5a02bb3499f511edad8a14dda990290e,Diluc,Pyro,69,0,Prototype Archaic,
5a02bb3499f511edad8a14dda990290e,Fischl,Electro,60,6,Mitternachts Waltz,
5a02bb3499f511edad8a14dda990290e,Lisa,Electro,50,2,Favonius Codex,
5a02bb3499f511edad8a14dda990290e,Kaeya,Cryo,50,1,Prototype Rancour,
5a02bb3499f511edad8a14dda990290e,Sayu,Anemo,50,6,Makhaira Aquamarine,Viridescent Venerer
5a02bb3499f511edad8a14dda990290e,Barbara,Hydro,40,4,Everlasting Moonglow,
5a02bb3499f511edad8a14dda990290e,Thoma,Pyro,40,6,Dragon's Bane,
5a02bb3499f511edad8a14dda990290e,Dori,Electro,40,1,Sacrificial Greatsword,Noblesse Oblige
5a02bb3499f511edad8a14dda990290e,Candace,Hydro,40,5,Vortex Vanquisher,
5a02bb3499f511edad8a14dda990290e,Mona,Hydro,21,1,Apprentice's Notes,
5a02bb3499f511edad8a14dda990290e,Kujou Sara,Electro,21,2,Fading Twilight,
5a02bb3499f511edad8a14dda990290e,Aloy,Cryo,20,0,Windblume Ode,
5a02bb3499f511edad8a14dda990290e,Keqing,Electro,20,1,Lion's Roar,
5a02bb3499f511edad8a14dda990290e,Amber,Pyro,20,1,The Stringless,
5a02bb3499f511edad8a14dda990290e,Beidou,Electro,20,6,Rainslasher,
5a02bb3499f511edad8a14dda990290e,Ningguang,Geo,20,6,Solar Pearl,
5a02bb3499f511edad8a14dda990290e,Noelle,Geo,20,6,The Bell,
5a02bb3499f511edad8a14dda990290e,Xinyan,Pyro,20,5,Luxurious Sea-Lord,"Bloodstained Chivalry, Pale Flame"
5a02bb3499f511edad8a14dda990290e,Rosaria,Cryo,20,6,Skyward Spine,
5a02bb3499f511edad8a14dda990290e,Yanfei,Pyro,20,2,Dodoco Tales,
5a02bb3499f511edad8a14dda990290e,Collei,Dendro,20,3,Hunter's Bow,
5a02bb3599f511ed820514dda990290e,Hu Tao,Pyro,90,1,Dragon's Bane,Crimson Witch of Flames
5a02bb3599f511ed820514dda990290e,Kaedehara Kazuha,Anemo,90,0,Favonius Sword,Viridescent Venerer
5a02bb3599f511ed820514dda990290e,Sangonomiya Kokomi,Hydro,90,0,Prototype Amber,Ocean-Hued Clam
5a02bb3599f511ed820514dda990290e,Bennett,Pyro,90,6,Haran Geppaku Futsu,"Shimenawa's Reminiscence, Wanderer's Troupe"
5a02bb3599f511ed820514dda990290e,Noelle,Geo,90,6,Whiteblind,Gladiator's Finale
5a02bb3599f511ed820514dda990290e,Sucrose,Anemo,90,6,Sacrificial Fragments,Viridescent Venerer
5a02bb3599f511ed820514dda990290e,Ganyu,Cryo,81,0,Prototype Crescent,Wanderer's Troupe
5a02bb3599f511ed820514dda990290e,Ningguang,Geo,81,6,Skyward Atlas,"Archaic Petra, Flex"
5a02bb3599f511ed820514dda990290e,Kamisato Ayaka,Cryo,80,0,Mistsplitter Reforged,Blizzard Strayer
5a02bb3599f511ed820514dda990290e,Jean,Anemo,80,2,Iron Sting,Viridescent Venerer
5a02bb3599f511ed820514dda990290e,Klee,Pyro,80,0,Skyward Atlas,"Crimson Witch of Flames, Gladiator's Finale"
5a02bb3599f511ed820514dda990290e,Zhongli,Geo,80,0,Favonius Lance,"Noblesse Oblige, Tenacity of the Millelith"
5a02bb3599f511ed820514dda990290e,Eula,Cryo,80,0,Prototype Archaic,"Bloodstained Chivalry, Pale Flame"
5a02bb3599f511ed820514dda990290e,Raiden Shogun,Electro,80,0,"""The Catch""",Emblem of Severed Fate
5a02bb3599f511ed820514dda990290e,Arataki Itto,Geo,80,0,Rainslasher,Flex
5a02bb3599f511ed820514dda990290e,Tighnari,Dendro,80,0,Hunter's Path,Wanderer's Troupe
5a02bb3599f511ed820514dda990290e,Cyno,Electro,80,0,Primordial Jade Winged-Spear,Gladiator's Finale
5a02bb3599f511ed820514dda990290e,Kaeya,Cryo,80,1,Lion's Roar,"Blizzard Strayer, Shimenawa's Reminiscence"
5a02bb3599f511ed820514dda990290e,Xiangling,Pyro,80,6,Favonius Lance,"Crimson Witch of Flames, Wanderer's Troupe"
5a02bb3599f511ed820514dda990290e,Beidou,Electro,80,6,Lithic Blade,"Gladiator's Finale, Noblesse Oblige"
5a02bb3599f511ed820514dda990290e,Xingqiu,Hydro,80,6,Sacrificial Sword,"Heart of Depth, Noblesse Oblige"
5a02bb3599f511ed820514dda990290e,Fischl,Electro,80,6,The Stringless,"Gladiator's Finale, Flex"
5a02bb3599f511ed820514dda990290e,Chongyun,Cryo,80,6,Sacrificial Greatsword,"Blizzard Strayer, Flex"
5a02bb3599f511ed820514dda990290e,Rosaria,Cryo,80,5,Favonius Lance,"Blizzard Strayer, Noblesse Oblige"
5a02bb3599f511ed820514dda990290e,Wanderer,Anemo,80,0,Lost Prayer to the Sacred Winds,"Gladiator's Finale, Viridescent Venerer"
5a02bb3599f511ed820514dda990290e,Qiqi,Cryo,70,1,Skyrider Sword,Ocean-Hued Clam
