uid,phase,name,level,cons,weapon,artifacts,element
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Cyno,89,1,Staff of the Scarlet Sands,Gilded Dreams,Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Kirara,89,0,Sapwood Blade,"Flower of Paradise Lost, Vourukasha's Glow",Dendro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Kuki Shinobu,89,6,Iron Sting,Deepwood Memories,Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Lyney,89,0,Skyward Harp,Flex,Pyro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Kamisato Ayaka,85,0,Amenoma Kageuchi,Blizzard Strayer,Cryo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Xiao,81,0,Primordial Jade Winged-Spear,Vermillion Hereafter,Anemo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Zhongli,81,0,Favonius Lance,Deepwood Memories,Geo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Sayu,81,6,Katsuragikiri Nagamasa,Viridescent Venerer,Anemo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Albedo,80,0,Cinnabar Spindle,Husk of Opulent Dreams,Geo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Mona,80,3,Oathsworn Eye,Deepwood Memories,Hydro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Keqing,80,4,Dull Blade,,Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Kaedehara Kazuha,80,0,Xiphos' Moonlight,Viridescent Venerer,Anemo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Barbara,80,6,Prototype Amber,Ocean-Hued Clam,Hydro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Xiangling,80,6,Dragonspine Spear,Flex,Pyro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Beidou,80,6,Serpent Spine,"Flower of Paradise Lost, Wanderer's Troupe",Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Xingqiu,80,6,Sacrificial Sword,Nymph's Dream,Hydro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Ningguang,80,6,Dodoco Tales,,Geo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Bennett,80,6,Skyward Blade,Noblesse Oblige,Pyro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Noelle,80,6,Whiteblind,Husk of Opulent Dreams,Geo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Diona,80,6,Sacrificial Bow,Deepwood Memories,Cryo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Sucrose,80,6,Sacrificial Fragments,Viridescent Venerer,Anemo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Xinyan,80,6,Sacrificial Greatsword,Husk of Opulent Dreams,Pyro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Rosaria,80,5,Skyward Spine,"Blizzard Strayer, Shimenawa's Reminiscence",Cryo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Yanfei,80,6,Apprentice's Notes,,Pyro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Gorou,80,6,Amos' Bow,"Husk of Opulent Dreams, Flex",Geo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Kujou Sara,80,4,Fading Twilight,,Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Collei,80,4,Windblume Ode,Deepwood Memories,Dendro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Candace,80,4,Staff of Homa,Flower of Paradise Lost,Hydro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Faruzan,80,3,Favonius Warbow,Noblesse Oblige,Anemo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Yaoyao,80,1,Dragon's Bane,Deepwood Memories,Dendro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Lynette,80,2,Festering Desire,Emblem of Severed Fate,Anemo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Traveler,80,2,Sacrificial Sword,"Nymph's Dream, Flex",Hydro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Dori,79,1,The Bell,Emblem of Severed Fate,Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Aloy,70,0,The Viridescent Hunt,Desert Pavilion Chronicle,Cryo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Lisa,70,0,Mappa Mare,,Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Razor,70,5,Waster Greatsword,,Electro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Amber,70,2,Hunter's Bow,,Pyro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Chongyun,70,6,Waster Greatsword,,Cryo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Thoma,70,2,Beginner's Protector,,Pyro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Shikanoin Heizou,70,4,Apprentice's Notes,,Anemo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Layla,70,1,Dull Blade,Emblem of Severed Fate,Cryo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Mika,70,3,Black Tassel,Flex,Cryo
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Kaveh,70,2,Mailed Flower,Flex,Dendro
770c8f60507a11ee8b9328c2dd2980ba,2.2b,Kaeya,50,3,Dull Blade,,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Venti,90,0,Skyward Harp,Viridescent Venerer,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Xiao,90,0,Primordial Jade Winged-Spear,Vermillion Hereafter,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Zhongli,90,1,Deathmatch,Tenacity of the Millelith,Geo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Tartaglia,90,0,Aqua Simulacra,Heart of Depth,Hydro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Qiqi,90,4,Summit Shaper,Ocean-Hued Clam,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Albedo,90,0,Cinnabar Spindle,Husk of Opulent Dreams,Geo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Kaedehara Kazuha,90,6,Light of Foliar Incision,Viridescent Venerer,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Arataki Itto,90,1,Redhorn Stonethresher,Husk of Opulent Dreams,Geo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Tighnari,90,3,Hunter's Path,Wanderer's Troupe,Dendro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Cyno,90,0,Staff of the Scarlet Sands,Gilded Dreams,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Wanderer,90,6,Tulaytullah's Remembrance,Desert Pavilion Chronicle,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Lyney,90,1,The First Great Magic,Wanderer's Troupe,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Razor,90,6,Mailed Flower,"Tenacity of the Millelith, Wanderer's Troupe",Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Xiangling,90,6,"""The Catch""",Crimson Witch of Flames,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Xingqiu,90,6,Primordial Jade Cutter,"Heart of Depth, Noblesse Oblige",Hydro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Fischl,90,6,Mitternachts Waltz,Pale Flame,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Bennett,90,6,Mistsplitter Reforged,Crimson Witch of Flames,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Chongyun,90,6,Beacon of the Reed Sea,"Blizzard Strayer, Noblesse Oblige",Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Diona,90,6,Sacrificial Bow,Noblesse Oblige,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Sucrose,90,6,Sacrificial Fragments,Viridescent Venerer,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Thoma,90,6,Kitain Cross Spear,Gilded Dreams,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Gorou,90,6,Favonius Warbow,Noblesse Oblige,Geo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Shikanoin Heizou,90,6,Lost Prayer to the Sacred Winds,"Gladiator's Finale, Viridescent Venerer",Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Yun Jin,90,0,Favonius Lance,Husk of Opulent Dreams,Geo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Kuki Shinobu,90,6,Freedom-Sworn,Flower of Paradise Lost,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Faruzan,90,6,Amos' Bow,Noblesse Oblige,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Yaoyao,90,0,Favonius Lance,Deepwood Memories,Dendro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Mika,90,1,Skyward Spine,Noblesse Oblige,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Freminet,90,1,Wolf's Gravestone,Blizzard Strayer,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Traveler,90,6,Favonius Sword,Deepwood Memories,Dendro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Jean,70,3,Festering Desire,Viridescent Venerer,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Diluc,69,0,Prototype Archaic,,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Aloy,50,0,Windblume Ode,,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Mona,50,1,The Widsith,,Hydro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Keqing,50,2,Lion's Roar,,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Dehya,50,0,Serpent Spine,,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Lisa,50,2,Favonius Codex,,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Barbara,50,6,Everlasting Moonglow,,Hydro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Kaeya,50,1,Prototype Rancour,,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Amber,50,1,Hunter's Bow,,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Beidou,50,6,Rainslasher,,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Ningguang,50,6,Solar Pearl,,Geo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Noelle,50,6,The Bell,,Geo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Xinyan,50,6,Luxurious Sea-Lord,Bloodstained Chivalry,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Rosaria,50,6,Missive Windspear,,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Yanfei,50,6,Dodoco Tales,,Pyro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Sayu,50,6,Makhaira Aquamarine,Viridescent Venerer,Anemo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Kujou Sara,50,3,Fading Twilight,,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Collei,50,4,Ibis Piercer,,Dendro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Dori,50,1,Sacrificial Greatsword,Blizzard Strayer,Electro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Candace,50,6,Vortex Vanquisher,,Hydro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Layla,50,1,The Alley Flash,,Cryo
770c8f61507a11eeb94728c2dd2980ba,2.2b,Kaveh,50,0,Rainslasher,Flower of Paradise Lost,Dendro
770c8f61507a11eeb94728c2dd2980ba,2.2b,Lynette,1,6,The Alley Flash,,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Venti,90,0,The Stringless,Viridescent Venerer,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Ganyu,90,1,Aqua Simulacra,Wanderer's Troupe,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Keqing,90,2,Primordial Jade Cutter,Thundering Fury,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Kaedehara Kazuha,90,0,Xiphos' Moonlight,Viridescent Venerer,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Sangonomiya Kokomi,90,0,Sacrificial Fragments,Flower of Paradise Lost,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Yae Miko,90,0,Skyward Atlas,Gilded Dreams,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Shenhe,90,0,Skyward Spine,"Gladiator's Finale, Shimenawa's Reminiscence",Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Nilou,90,0,Key of Khaj-Nisut,"Tenacity of the Millelith, Vourukasha's Glow",Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Nahida,90,0,Favonius Codex,Deepwood Memories,Dendro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Lisa,90,6,Fruit of Fulfillment,,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Barbara,90,6,Sacrificial Fragments,Ocean-Hued Clam,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Beidou,90,6,Serpent Spine,Emblem of Severed Fate,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Fischl,90,6,Alley Hunter,Golden Troupe,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Bennett,90,6,Sapwood Blade,Noblesse Oblige,Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Noelle,90,6,Favonius Greatsword,Husk of Opulent Dreams,Geo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Chongyun,90,6,Beacon of the Reed Sea,"Shimenawa's Reminiscence, Flex",Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Sucrose,90,6,Hakushin Ring,Viridescent Venerer,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Yanfei,90,6,Thrilling Tales of Dragon Slayers,"Emblem of Severed Fate, Tenacity of the Millelith",Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Thoma,90,5,Kitain Cross Spear,Ocean-Hued Clam,Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Yun Jin,90,6,Favonius Lance,"Emblem of Severed Fate, Husk of Opulent Dreams",Geo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Kuki Shinobu,90,2,Xiphos' Moonlight,Gilded Dreams,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Lyney,90,1,Aqua Simulacra,"Crimson Witch of Flames, Gladiator's Finale",Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Traveler,90,2,Sacrificial Sword,Deepwood Memories,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Raiden Shogun,89,0,Engulfing Lightning,Emblem of Severed Fate,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Yelan,89,0,Favonius Warbow,Emblem of Severed Fate,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Cyno,89,0,Staff of the Scarlet Sands,Thundering Fury,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Wanderer,89,0,Lost Prayer to the Sacred Winds,Desert Pavilion Chronicle,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Alhaitham,89,0,Primordial Jade Cutter,Gilded Dreams,Dendro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Baizhu,89,0,Prototype Amber,Deepwood Memories,Dendro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Collei,89,2,Elegy for the End,Instructor,Dendro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Kamisato Ayaka,80,0,Amenoma Kageuchi,Blizzard Strayer,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Jean,80,2,The Black Sword,,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Tartaglia,80,0,Skyward Harp,Flex,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Xiangling,80,4,"""The Catch""",Emblem of Severed Fate,Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Xingqiu,80,6,Favonius Sword,Emblem of Severed Fate,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Faruzan,80,6,Favonius Warbow,The Exile,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Diluc,70,1,Favonius Greatsword,,Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Mona,70,0,Solar Pearl,,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Diona,70,6,Sacrificial Bow,,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Rosaria,70,6,Primordial Jade Winged-Spear,,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Gorou,70,6,Favonius Warbow,The Exile,Geo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Layla,70,2,Lion's Roar,Deepwood Memories,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Yaoyao,70,0,Favonius Lance,Tenacity of the Millelith,Dendro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Ningguang,60,6,Wandering Evenstar,,Geo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Qiqi,50,3,Iron Sting,,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Kaeya,50,2,Primordial Jade Cutter,,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Razor,50,2,Beacon of the Reed Sea,Pale Flame,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Sayu,50,3,Katsuragikiri Nagamasa,Viridescent Venerer,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Kujou Sara,50,1,Mouun's Moon,Flex,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Kirara,50,2,Key of Khaj-Nisut,,Dendro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Dori,50,1,Sacrificial Greatsword,Flex,Electro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Candace,50,6,Favonius Lance,Emblem of Severed Fate,Hydro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Aloy,21,0,The Viridescent Hunt,,Cryo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Amber,21,1,Rust,"Gilded Dreams, Flex",Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Xinyan,21,6,Akuoumaru,,Pyro
770c8f62507a11eeb28028c2dd2980ba,2.2b,Shikanoin Heizou,21,5,Skyward Atlas,Desert Pavilion Chronicle,Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Lynette,21,1,Sacrificial Sword,"Emblem of Severed Fate, Flex",Anemo
770c8f62507a11eeb28028c2dd2980ba,2.2b,Kaveh,20,1,Serpent Spine,,Dendro
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Zhongli,90,0,Favonius Lance,Tenacity of the Millelith,Geo
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Hu Tao,90,3,Staff of Homa,Crimson Witch of Flames,Pyro
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Kaedehara Kazuha,90,0,Sacrificial Sword,Viridescent Venerer,Anemo
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Eula,90,6,Beacon of the Reed Sea,Pale Flame,Cryo
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Raiden Shogun,90,2,Staff of Homa,Emblem of Severed Fate,Electro
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Yelan,90,2,Aqua Simulacra,Emblem of Severed Fate,Hydro
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Nahida,90,1,Sacrificial Fragments,Deepwood Memories,Dendro
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Wanderer,90,0,Solar Pearl,Desert Pavilion Chronicle,Anemo
770c8f63507a11ee9d7f28c2dd2980ba,2.2b,Bennett,90,5,Aquila Favonia,Noblesse Oblige,Pyro
