uid,phase,name,level,cons,weapon,artifacts,element
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Keqing,80,1,Lion's Roar,"Gladiator's Finale, Thundering Fury",Electro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Aloy,80,0,Ibis Piercer,,Cryo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Lisa,80,3,Fruit of Fulfillment,,Electro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Barbara,80,6,Oathsworn Eye,,Hydro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Kaeya,80,3,Cinnabar Spindle,,Cryo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Amber,80,3,Blackcliff Warbow,Flower of Paradise Lost,Pyro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Ningguang,80,6,Flowing Purity,Emblem of Severed Fate,Geo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Noelle,80,4,Whiteblind,,Geo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Chongyun,80,6,Luxurious Sea-Lord,Noblesse Oblige,Cryo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Xinyan,80,3,Favonius Greatsword,"Emblem of Severed Fate, Husk of Opulent Dreams",Pyro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Yanfei,80,6,Thrilling Tales of Dragon Slayers,Tenacity of the Millelith,Pyro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Sayu,80,6,Katsuragikiri Nagamasa,Viridescent Venerer,Anemo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Gorou,80,6,End of the Line,Noblesse Oblige,Geo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Kujou Sara,80,0,Fading Twilight,,Electro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Shikanoin Heizou,80,2,The Widsith,,Anemo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Yun Jin,80,5,Favonius Lance,Husk of Opulent Dreams,Geo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Collei,80,5,The Stringless,Instructor,Dendro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Dori,80,4,Sacrificial Greatsword,"Gilded Dreams, Wanderer's Troupe",Electro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Candace,80,0,Skyward Spine,"Gladiator's Finale, Shimenawa's Reminiscence",Hydro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Layla,80,0,Harbinger of Dawn,Tenacity of the Millelith,Cryo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Yaoyao,80,4,Moonpiercer,Instructor,Dendro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Kaveh,80,0,Forest Regalia,,Dendro
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Lynette,80,1,Primordial Jade Cutter,Viridescent Venerer,Anemo
98a140a177ef11eeb1fa28c2dd2980ba,2.2b,Freminet,80,0,Tidal Shadow,"Bloodstained Chivalry, Gladiator's Finale",Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Traveler,90,6,Favonius Sword,"Emblem of Severed Fate, Gladiator's Finale",Dendro
98a167a677ef11ee818628c2dd2980ba,2.2b,Zhongli,90,2,Vortex Vanquisher,Tenacity of the Millelith,Geo
98a167a677ef11ee818628c2dd2980ba,2.2b,Albedo,90,0,Cinnabar Spindle,Husk of Opulent Dreams,Geo
98a167a677ef11ee818628c2dd2980ba,2.2b,Noelle,90,6,Favonius Greatsword,Gladiator's Finale,Geo
98a167a677ef11ee818628c2dd2980ba,2.2b,Ningguang,90,6,Lost Prayer to the Sacred Winds,"Archaic Petra, Gladiator's Finale",Geo
98a167a677ef11ee818628c2dd2980ba,2.2b,Xiangling,81,6,"""The Catch""",Emblem of Severed Fate,Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Xiao,90,0,Skyward Spine,Vermillion Hereafter,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Razor,90,6,Favonius Greatsword,Flower of Paradise Lost,Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Jean,90,3,Favonius Sword,Viridescent Venerer,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Venti,90,0,The Stringless,Viridescent Venerer,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Kaedehara Kazuha,90,0,Favonius Sword,Viridescent Venerer,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Raiden Shogun,90,0,Dragon's Bane,Gilded Dreams,Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Nilou,90,0,Dark Iron Sword,"Tenacity of the Millelith, Wanderer's Troupe",Hydro
98a167a677ef11ee818628c2dd2980ba,2.2b,Nahida,90,2,Prototype Amber,Deepwood Memories,Dendro
98a167a677ef11ee818628c2dd2980ba,2.2b,Sucrose,90,6,Favonius Codex,Viridescent Venerer,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Thoma,90,3,Favonius Lance,Gilded Dreams,Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Shikanoin Heizou,90,2,Sacrificial Fragments,Viridescent Venerer,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Kuki Shinobu,90,4,Toukabou Shigure,Gilded Dreams,Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Arataki Itto,90,0,Whiteblind,Husk of Opulent Dreams,Geo
98a167a677ef11ee818628c2dd2980ba,2.2b,Kamisato Ayaka,81,0,Amenoma Kageuchi,Blizzard Strayer,Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Tartaglia,81,0,Skyward Harp,"Gladiator's Finale, Heart of Depth",Hydro
98a167a677ef11ee818628c2dd2980ba,2.2b,Keqing,81,3,Lion's Roar,"Gladiator's Finale, Shimenawa's Reminiscence",Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Hu Tao,81,0,Deathmatch,"Crimson Witch of Flames, Wanderer's Troupe",Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Yelan,81,0,Fading Twilight,"Emblem of Severed Fate, Gilded Dreams",Hydro
98a167a677ef11ee818628c2dd2980ba,2.2b,Barbara,81,6,Magic Guide,Gilded Dreams,Hydro
98a167a677ef11ee818628c2dd2980ba,2.2b,Kaeya,81,4,Festering Desire,"Emblem of Severed Fate, Gladiator's Finale",Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Beidou,81,6,Rainslasher,"Emblem of Severed Fate, Noblesse Oblige",Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Xingqiu,81,6,Sacrificial Sword,Noblesse Oblige,Hydro
98a167a677ef11ee818628c2dd2980ba,2.2b,Fischl,81,6,Amos' Bow,Golden Troupe,Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Rosaria,81,3,Favonius Lance,"Emblem of Severed Fate, Shimenawa's Reminiscence",Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Diluc,80,0,Mailed Flower,Crimson Witch of Flames,Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Aloy,80,0,Compound Bow,Shimenawa's Reminiscence,Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Lisa,80,3,Oathsworn Eye,Emblem of Severed Fate,Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Amber,80,3,Sharpshooter's Oath,Wanderer's Troupe,Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Bennett,80,6,Favonius Sword,Instructor,Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Chongyun,80,6,Sacrificial Greatsword,Noblesse Oblige,Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Yanfei,80,2,Ballad of the Boundless Blue,Wanderer's Troupe,Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Yun Jin,80,0,Kitain Cross Spear,"Emblem of Severed Fate, Husk of Opulent Dreams",Geo
98a167a677ef11ee818628c2dd2980ba,2.2b,Collei,80,4,Sacrificial Bow,Deepwood Memories,Dendro
98a167a677ef11ee818628c2dd2980ba,2.2b,Faruzan,80,2,Windblume Ode,Thundering Fury,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Yaoyao,80,0,Prototype Starglitter,Deepwood Memories,Dendro
98a167a677ef11ee818628c2dd2980ba,2.2b,Kaveh,80,0,Forest Regalia,Deepwood Memories,Dendro
98a167a677ef11ee818628c2dd2980ba,2.2b,Lynette,80,0,Fleuve Cendre Ferryman,Viridescent Venerer,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Freminet,80,3,Song of Broken Pines,Pale Flame,Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Kirara,80,0,Harbinger of Dawn,Deepwood Memories,Dendro
98a167a677ef11ee818628c2dd2980ba,2.2b,Layla,80,6,Skyrider Sword,Emblem of Severed Fate,Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Qiqi,71,2,Fillet Blade,Ocean-Hued Clam,Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Mona,71,0,Thrilling Tales of Dragon Slayers,Emblem of Severed Fate,Hydro
98a167a677ef11ee818628c2dd2980ba,2.2b,Diona,71,6,End of the Line,Maiden Beloved,Cryo
98a167a677ef11ee818628c2dd2980ba,2.2b,Gorou,71,6,Favonius Warbow,The Exile,Geo
98a167a677ef11ee818628c2dd2980ba,2.2b,Candace,70,2,Favonius Lance,"Tenacity of the Millelith, Wanderer's Troupe",Hydro
98a167a677ef11ee818628c2dd2980ba,2.2b,Xinyan,61,6,Prototype Archaic,"Emblem of Severed Fate, Gladiator's Finale",Pyro
98a167a677ef11ee818628c2dd2980ba,2.2b,Sayu,23,6,Debate Club,Thundering Fury,Anemo
98a167a677ef11ee818628c2dd2980ba,2.2b,Kujou Sara,20,3,Hamayumi,,Electro
98a167a677ef11ee818628c2dd2980ba,2.2b,Dori,20,3,Katsuragikiri Nagamasa,,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Ganyu,90,3,Prototype Crescent,Wanderer's Troupe,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Yelan,90,2,Aqua Simulacra,Emblem of Severed Fate,Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Nahida,90,1,The Widsith,Deepwood Memories,Dendro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Traveler,90,3,Skyward Blade,Deepwood Memories,Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Mona,80,1,Mappa Mare,Emblem of Severed Fate,Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Xiangling,90,6,Favonius Lance,Crimson Witch of Flames,Pyro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Raiden Shogun,90,2,"""The Catch""",Emblem of Severed Fate,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Nilou,90,0,Iron Sting,"Tenacity of the Millelith, Vourukasha's Glow",Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Jean,90,2,Amenoma Kageuchi,Viridescent Venerer,Anemo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Diluc,90,0,Prototype Archaic,,Pyro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Eula,90,1,Skyward Pride,Pale Flame,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Sangonomiya Kokomi,90,1,Thrilling Tales of Dragon Slayers,Ocean-Hued Clam,Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Dehya,90,0,Favonius Greatsword,Tenacity of the Millelith,Pyro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Beidou,90,6,Luxurious Sea-Lord,Emblem of Severed Fate,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Xingqiu,90,6,Sacrificial Sword,Heart of Depth,Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Ningguang,90,5,Oathsworn Eye,Emblem of Severed Fate,Geo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Fischl,90,6,The Stringless,Golden Troupe,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Bennett,90,5,Festering Desire,Noblesse Oblige,Pyro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Noelle,90,6,Whiteblind,Gladiator's Finale,Geo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Diona,90,5,Sacrificial Bow,Noblesse Oblige,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Sucrose,90,6,Sacrificial Fragments,Viridescent Venerer,Anemo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Yanfei,90,6,Prototype Amber,Crimson Witch of Flames,Pyro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Kuki Shinobu,90,4,Toukabou Shigure,Gilded Dreams,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Yaoyao,90,2,Kitain Cross Spear,Deepwood Memories,Dendro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Lynette,90,3,Favonius Sword,Viridescent Venerer,Anemo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Venti,80,0,The Stringless,Viridescent Venerer,Anemo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Keqing,80,0,Lion's Roar,Thundersoother,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Kujou Sara,80,6,Fading Twilight,Emblem of Severed Fate,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Collei,80,1,The Stringless,Deepwood Memories,Dendro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Albedo,70,0,Cinnabar Spindle,Husk of Opulent Dreams,Geo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Barbara,70,6,Thrilling Tales of Dragon Slayers,Ocean-Hued Clam,Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Dori,70,6,Katsuragikiri Nagamasa,Tenacity of the Millelith,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Candace,70,1,Beginner's Protector,Emblem of Severed Fate,Hydro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Faruzan,70,1,Favonius Warbow,Viridescent Venerer,Anemo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Yun Jin,69,0,Favonius Lance,Husk of Opulent Dreams,Geo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Aloy,60,0,Windblume Ode,Blizzard Strayer,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Lisa,60,4,Mappa Mare,Thundering Fury,Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Kaeya,60,1,Cool Steel,Emblem of Severed Fate,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Amber,60,4,Favonius Warbow,Noblesse Oblige,Pyro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Zhongli,50,0,Black Tassel,Tenacity of the Millelith,Geo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Razor,50,6,Snow-Tombed Starsilver,"Bloodstained Chivalry, Gladiator's Finale",Electro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Chongyun,50,1,Favonius Greatsword,,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Xinyan,50,6,Sacrificial Greatsword,Tenacity of the Millelith,Pyro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Rosaria,50,2,Crescent Pike,Noblesse Oblige,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Layla,50,3,Sacrificial Sword,Tenacity of the Millelith,Cryo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Shikanoin Heizou,40,0,Apprentice's Notes,Viridescent Venerer,Anemo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Tighnari,1,0,Hunter's Bow,,Dendro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Gorou,1,0,Hunter's Bow,,Geo
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Kaveh,1,1,Waster Greatsword,,Dendro
98a167a777ef11eeb99d28c2dd2980ba,2.2b,Mika,1,0,Beginner's Protector,,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Venti,90,0,Elegy for the End,Viridescent Venerer,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Hu Tao,90,2,Staff of Homa,Crimson Witch of Flames,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Raiden Shogun,90,2,Engulfing Lightning,Emblem of Severed Fate,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Kamisato Ayaka,90,0,Mistsplitter Reforged,Blizzard Strayer,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Zhongli,90,0,Black Tassel,Tenacity of the Millelith,Geo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Tartaglia,90,2,Polar Star,Heart of Depth,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Ganyu,90,1,Amos' Bow,Blizzard Strayer,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Keqing,90,2,Primordial Jade Cutter,Thundering Fury,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Kaedehara Kazuha,90,2,Xiphos' Moonlight,Viridescent Venerer,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Sangonomiya Kokomi,90,0,Thrilling Tales of Dragon Slayers,Tenacity of the Millelith,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Yae Miko,90,0,The Widsith,Gilded Dreams,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Yelan,90,2,Aqua Simulacra,"Heart of Depth, Noblesse Oblige",Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Nahida,90,2,Wandering Evenstar,Deepwood Memories,Dendro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Wanderer,90,0,Lost Prayer to the Sacred Winds,Shimenawa's Reminiscence,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Lisa,90,6,Solar Pearl,Gladiator's Finale,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Razor,90,6,Mailed Flower,Gilded Dreams,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Xiangling,90,6,"""The Catch""",Emblem of Severed Fate,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Beidou,90,6,Serpent Spine,Emblem of Severed Fate,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Xingqiu,90,6,Primordial Jade Cutter,Emblem of Severed Fate,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Fischl,90,6,Skyward Harp,Golden Troupe,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Bennett,90,6,Sapwood Blade,Noblesse Oblige,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Sucrose,90,6,Sacrificial Fragments,Viridescent Venerer,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Thoma,90,6,Favonius Lance,Noblesse Oblige,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Kujou Sara,90,6,Alley Hunter,Emblem of Severed Fate,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Kuki Shinobu,90,6,Toukabou Shigure,Gilded Dreams,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Faruzan,90,2,Favonius Warbow,Viridescent Venerer,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Neuvillette,90,1,Tome of the Eternal Flow,Marechaussee Hunter,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Traveler,90,4,Festering Desire,Instructor,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Jean,89,4,Amenoma Kageuchi,Viridescent Venerer,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Yaoyao,89,2,Favonius Lance,Deepwood Memories,Dendro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Xiao,80,0,Deathmatch,Viridescent Venerer,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Mona,80,1,Favonius Codex,Noblesse Oblige,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Tighnari,80,1,The Viridescent Hunt,Wanderer's Troupe,Dendro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Yanfei,80,6,Prototype Amber,,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Shikanoin Heizou,80,6,Dodoco Tales,,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Lynette,80,0,Favonius Sword,Viridescent Venerer,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Gorou,79,4,Favonius Warbow,The Exile,Geo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Yun Jin,79,6,Crescent Pike,Husk of Opulent Dreams,Geo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Candace,79,0,Missive Windspear,Emblem of Severed Fate,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Kaveh,79,0,Favonius Greatsword,Deepwood Memories,Dendro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Rosaria,71,4,Wavebreaker's Fin,Noblesse Oblige,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Diluc,70,0,Rainslasher,Crimson Witch of Flames,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Qiqi,70,1,Lion's Roar,Ocean-Hued Clam,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Aloy,70,0,Rust,,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Barbara,70,5,Thrilling Tales of Dragon Slayers,,Hydro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Kaeya,70,6,The Black Sword,,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Amber,70,4,Prototype Crescent,,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Ningguang,70,6,Oathsworn Eye,,Geo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Noelle,70,6,Sacrificial Greatsword,,Geo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Chongyun,70,6,Sacrificial Greatsword,,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Diona,70,6,Fading Twilight,Noblesse Oblige,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Xinyan,70,6,Prototype Archaic,,Pyro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Sayu,70,4,Luxurious Sea-Lord,,Anemo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Kirara,70,0,Sword of Descension,,Dendro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Collei,70,2,Favonius Warbow,Deepwood Memories,Dendro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Dori,70,6,Skyward Pride,,Electro
98a167a877ef11ee875e28c2dd2980ba,2.2b,Layla,70,4,Sacrificial Sword,Tenacity of the Millelith,Cryo
98a167a877ef11ee875e28c2dd2980ba,2.2b,Mika,70,1,Skyward Spine,,Cryo
98a167a977ef11eeba2a28c2dd2980ba,2.2b,Venti,90,0,Favonius Warbow,Viridescent Venerer,Anemo
98a167a977ef11eeba2a28c2dd2980ba,2.2b,Xiao,90,0,Staff of Homa,Vermillion Hereafter,Anemo
98a167a977ef11eeba2a28c2dd2980ba,2.2b,Zhongli,90,1,Favonius Lance,Tenacity of the Millelith,Geo
98a167a977ef11eeba2a28c2dd2980ba,2.2b,Hu Tao,90,0,Staff of Homa,Shimenawa's Reminiscence,Pyro
