uid,floor,chamber,half,ch1,ch2,ch3,ch4
914a8a281b5711ee80b328c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Bennett,Xiangling
914a8a281b5711ee80b328c2dd2980ba,12,12-2,12-2-1,Kaedehara Kazuha,Fischl,Sangonomiya Kokomi,Beidou
914a8a281b5711ee80b328c2dd2980ba,12,12-2,12-2-2,Nahida,Xingqiu,Bennett,Xiangling
914a8a281b5711ee80b328c2dd2980ba,12,12-3,12-3-1,Kaedehara Kazuha,Fischl,Sangonomiya Kokomi,Beidou
914a8a281b5711ee80b328c2dd2980ba,12,12-3,12-3-2,Nahida,Xingqiu,Bennett,Xiangling
914a8a291b5711eea9c628c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Bennett,Kaedehara Kazuha,Xiangling
914a8a291b5711eea9c628c2dd2980ba,11,11-1,11-1-2,Beidou,Xingqiu,Fischl,Sucrose
914a8a291b5711eea9c628c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Bennett,Kaedehara Kazuha,Xiangling
914a8a291b5711eea9c628c2dd2980ba,11,11-2,11-2-2,Beidou,Xingqiu,Fischl,Sucrose
914a8a291b5711eea9c628c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Bennett,Kaedehara Kazuha,Xiangling
914a8a291b5711eea9c628c2dd2980ba,11,11-3,11-3-2,Beidou,Xingqiu,Fischl,Sucrose
914a8a291b5711eea9c628c2dd2980ba,12,12-1,12-1-1,Keqing,Yaoyao,Fischl,Kaedehara Kazuha
914a8a291b5711eea9c628c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Bennett,Xiangling
914a8a291b5711eea9c628c2dd2980ba,12,12-2,12-2-1,Keqing,Yaoyao,Fischl,Kaedehara Kazuha
914a8a291b5711eea9c628c2dd2980ba,12,12-2,12-2-2,Sangonomiya Kokomi,Nahida,Yelan,Thoma
914a8a291b5711eea9c628c2dd2980ba,12,12-3,12-3-1,Keqing,Yaoyao,Fischl,Kaedehara Kazuha
914a8a291b5711eea9c628c2dd2980ba,12,12-3,12-3-2,Sangonomiya Kokomi,Nahida,Yelan,Thoma
914a8a2a1b5711eeb56028c2dd2980ba,11,11-1,11-1-1,Hu Tao,Yelan,Venti,Zhongli
914a8a2a1b5711eeb56028c2dd2980ba,11,11-1,11-1-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
914a8a2a1b5711eeb56028c2dd2980ba,11,11-2,11-2-1,Hu Tao,Yelan,Venti,Zhongli
914a8a2a1b5711eeb56028c2dd2980ba,11,11-2,11-2-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
914a8a2a1b5711eeb56028c2dd2980ba,11,11-3,11-3-1,Hu Tao,Yelan,Venti,Zhongli
914a8a2a1b5711eeb56028c2dd2980ba,11,11-3,11-3-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
914a8a2a1b5711eeb56028c2dd2980ba,12,12-1,12-1-1,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
914a8a2a1b5711eeb56028c2dd2980ba,12,12-1,12-1-2,Hu Tao,Yelan,Nahida,Zhongli
914a8a2a1b5711eeb56028c2dd2980ba,12,12-2,12-2-1,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
914a8a2a1b5711eeb56028c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Nahida,Zhongli
914a8a2a1b5711eeb56028c2dd2980ba,12,12-3,12-3-1,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
914a8a2a1b5711eeb56028c2dd2980ba,12,12-3,12-3-2,Hu Tao,Yelan,Nahida,Zhongli
914a8a2b1b5711eea6cc28c2dd2980ba,11,11-1,11-1-1,Tartaglia,Xiangling,Sucrose,Bennett
914a8a2b1b5711eea6cc28c2dd2980ba,11,11-1,11-1-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
914a8a2b1b5711eea6cc28c2dd2980ba,11,11-2,11-2-1,Tartaglia,Xiangling,Sucrose,Bennett
914a8a2b1b5711eea6cc28c2dd2980ba,11,11-2,11-2-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
914a8a2b1b5711eea6cc28c2dd2980ba,11,11-3,11-3-1,Tartaglia,Xiangling,Sucrose,Bennett
914a8a2b1b5711eea6cc28c2dd2980ba,11,11-3,11-3-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
914a8a2b1b5711eea6cc28c2dd2980ba,12,12-1,12-1-1,Lisa,Baizhu,Kaedehara Kazuha,Fischl
914a8a2b1b5711eea6cc28c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Thoma,Kuki Shinobu
914a8a2b1b5711eea6cc28c2dd2980ba,12,12-2,12-2-1,Lisa,Baizhu,Kaedehara Kazuha,Fischl
914a8a2b1b5711eea6cc28c2dd2980ba,12,12-2,12-2-2,Nahida,Xingqiu,Thoma,Kuki Shinobu
914a8a2b1b5711eea6cc28c2dd2980ba,12,12-3,12-3-1,Lisa,Baizhu,Kaedehara Kazuha,Fischl
914a8a2b1b5711eea6cc28c2dd2980ba,12,12-3,12-3-2,Nahida,Xingqiu,Thoma,Kuki Shinobu
914a8a2c1b5711eeadd828c2dd2980ba,11,11-1,11-1-1,Nahida,Yelan,Bennett,Xiangling
914a8a2c1b5711eeadd828c2dd2980ba,11,11-1,11-1-2,Kamisato Ayaka,Mona,Diona,Venti
914a8a2c1b5711eeadd828c2dd2980ba,11,11-2,11-2-1,Nahida,Yelan,Bennett,Xiangling
914a8a2c1b5711eeadd828c2dd2980ba,11,11-2,11-2-2,Kamisato Ayaka,Mona,Diona,Venti
914a8a2c1b5711eeadd828c2dd2980ba,11,11-3,11-3-1,Nahida,Yelan,Bennett,Xiangling
914a8a2c1b5711eeadd828c2dd2980ba,11,11-3,11-3-2,Kamisato Ayaka,Mona,Diona,Venti
914a8a2c1b5711eeadd828c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Xingqiu,Bennett,Kaedehara Kazuha
914a8a2c1b5711eeadd828c2dd2980ba,12,12-1,12-1-2,Zhongli,Nahida,Yelan,Xiangling
914a8a2c1b5711eeadd828c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Xingqiu,Bennett,Kaedehara Kazuha
914a8a2c1b5711eeadd828c2dd2980ba,12,12-2,12-2-2,Zhongli,Nahida,Yelan,Xiangling
914a8a2c1b5711eeadd828c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Xingqiu,Bennett,Kaedehara Kazuha
914a8a2c1b5711eeadd828c2dd2980ba,12,12-3,12-3-2,Zhongli,Nahida,Yelan,Xiangling
914a8a2d1b5711eea8b628c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Bennett,Xiangling,Yelan
914a8a2d1b5711eea8b628c2dd2980ba,11,11-1,11-1-2,Ganyu,Kaedehara Kazuha,Zhongli,Shenhe
914a8a2d1b5711eea8b628c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Bennett,Xiangling,Yelan
914a8a2d1b5711eea8b628c2dd2980ba,11,11-2,11-2-2,Ganyu,Kaedehara Kazuha,Zhongli,Shenhe
914a8a2d1b5711eea8b628c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Bennett,Xiangling,Yelan
914a8a2d1b5711eea8b628c2dd2980ba,11,11-3,11-3-2,Ganyu,Kaedehara Kazuha,Zhongli,Shenhe
914a8a2d1b5711eea8b628c2dd2980ba,12,12-1,12-1-1,Ganyu,Kaedehara Kazuha,Zhongli,Shenhe
914a8a2d1b5711eea8b628c2dd2980ba,12,12-1,12-1-2,Nahida,Bennett,Xiangling,Xingqiu
914a8a2d1b5711eea8b628c2dd2980ba,12,12-2,12-2-1,Ganyu,Kaedehara Kazuha,Zhongli,Shenhe
914a8a2d1b5711eea8b628c2dd2980ba,12,12-2,12-2-2,Nahida,Bennett,Xiangling,Xingqiu
914a8a2d1b5711eea8b628c2dd2980ba,12,12-3,12-3-1,Ganyu,Kaedehara Kazuha,Zhongli,Shenhe
914a8a2d1b5711eea8b628c2dd2980ba,12,12-3,12-3-2,Nahida,Bennett,Xiangling,Xingqiu
914a8a2e1b5711ee901428c2dd2980ba,11,11-1,11-1-1,Fischl,Kaedehara Kazuha,Baizhu,Keqing
914a8a2e1b5711ee901428c2dd2980ba,11,11-1,11-1-2,Nahida,Xingqiu,Kuki Shinobu,Xiao
914a8a2e1b5711ee901428c2dd2980ba,11,11-2,11-2-1,Fischl,Kaedehara Kazuha,Baizhu,Keqing
914a8a2e1b5711ee901428c2dd2980ba,11,11-2,11-2-2,Nahida,Xingqiu,Kuki Shinobu,Xiao
914a8a2e1b5711ee901428c2dd2980ba,11,11-3,11-3-1,Fischl,Kaedehara Kazuha,Baizhu,Keqing
914a8a2e1b5711ee901428c2dd2980ba,11,11-3,11-3-2,Nahida,Xingqiu,Kuki Shinobu,Xiao
914a8a2e1b5711ee901428c2dd2980ba,12,12-1,12-1-1,Fischl,Kaedehara Kazuha,Baizhu,Keqing
914a8a2e1b5711ee901428c2dd2980ba,12,12-1,12-1-2,Nahida,Xiangling,Zhongli,Bennett
914a8a2e1b5711ee901428c2dd2980ba,12,12-2,12-2-1,Fischl,Kaedehara Kazuha,Baizhu,Keqing
914a8a2e1b5711ee901428c2dd2980ba,12,12-2,12-2-2,Nahida,Yelan,Xingqiu,Bennett
914a8a2e1b5711ee901428c2dd2980ba,12,12-3,12-3-1,Fischl,Kaedehara Kazuha,Baizhu,Keqing
914a8a2e1b5711ee901428c2dd2980ba,12,12-3,12-3-2,Nahida,Yelan,Xingqiu,Bennett
914a8a2f1b5711ee9ed828c2dd2980ba,11,11-1,11-1-1,Yoimiya,Yun Jin,Yelan,Thoma
914a8a2f1b5711ee9ed828c2dd2980ba,11,11-1,11-1-2,Dehya,Xiangling,Kaedehara Kazuha,Bennett
914a8a2f1b5711ee9ed828c2dd2980ba,11,11-2,11-2-1,Yoimiya,Yun Jin,Yelan,Thoma
914a8a2f1b5711ee9ed828c2dd2980ba,11,11-2,11-2-2,Dehya,Xiangling,Kaedehara Kazuha,Bennett
914a8a2f1b5711ee9ed828c2dd2980ba,11,11-3,11-3-1,Yoimiya,Yun Jin,Yelan,Thoma
914a8a2f1b5711ee9ed828c2dd2980ba,11,11-3,11-3-2,Dehya,Xiangling,Kaedehara Kazuha,Bennett
914a8a2f1b5711ee9ed828c2dd2980ba,12,12-1,12-1-1,Nilou,Nahida,Collei,Sangonomiya Kokomi
914a8a2f1b5711ee9ed828c2dd2980ba,12,12-1,12-1-2,Dehya,Xiangling,Kaedehara Kazuha,Bennett
914a8a2f1b5711ee9ed828c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Eula,Kujou Sara,Jean
914a8a2f1b5711ee9ed828c2dd2980ba,12,12-2,12-2-2,Yoimiya,Collei,Yelan,Thoma
914a8a2f1b5711ee9ed828c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Eula,Kujou Sara,Jean
914a8a2f1b5711ee9ed828c2dd2980ba,12,12-3,12-3-2,Yoimiya,Collei,Yelan,Thoma
914a8a301b5711eeb60428c2dd2980ba,11,11-1,11-1-1,Kamisato Ayaka,Mona,Shenhe,Venti
914a8a301b5711eeb60428c2dd2980ba,11,11-1,11-1-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
914a8a301b5711eeb60428c2dd2980ba,11,11-2,11-2-1,Kamisato Ayaka,Mona,Shenhe,Venti
914a8a301b5711eeb60428c2dd2980ba,11,11-2,11-2-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
914a8a301b5711eeb60428c2dd2980ba,11,11-3,11-3-1,Kamisato Ayaka,Mona,Shenhe,Venti
914a8a301b5711eeb60428c2dd2980ba,11,11-3,11-3-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
914a8a301b5711eeb60428c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Kujou Sara,Traveler,Sucrose
914a8a301b5711eeb60428c2dd2980ba,12,12-1,12-1-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
914a8a301b5711eeb60428c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Kujou Sara,Traveler,Sucrose
914a8a301b5711eeb60428c2dd2980ba,12,12-2,12-2-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
914a8a301b5711eeb60428c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Mona,Shenhe,Venti
914a8a301b5711eeb60428c2dd2980ba,12,12-3,12-3-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
914a8a311b5711ee88a428c2dd2980ba,11,11-1,11-1-1,Thoma,Nahida,Xingqiu,Kuki Shinobu
914a8a311b5711ee88a428c2dd2980ba,11,11-1,11-1-2,Ganyu,Kaedehara Kazuha,Kamisato Ayaka,Sangonomiya Kokomi
914a8a311b5711ee88a428c2dd2980ba,11,11-2,11-2-1,Thoma,Nahida,Xingqiu,Kuki Shinobu
914a8a311b5711ee88a428c2dd2980ba,11,11-2,11-2-2,Ganyu,Kaedehara Kazuha,Kamisato Ayaka,Sangonomiya Kokomi
914a8a311b5711ee88a428c2dd2980ba,11,11-3,11-3-1,Thoma,Nahida,Xingqiu,Kuki Shinobu
914a8a311b5711ee88a428c2dd2980ba,11,11-3,11-3-2,Ganyu,Kaedehara Kazuha,Kamisato Ayaka,Sangonomiya Kokomi
914a8a311b5711ee88a428c2dd2980ba,12,12-1,12-1-1,Ganyu,Kaedehara Kazuha,Kamisato Ayaka,Sangonomiya Kokomi
914a8a311b5711ee88a428c2dd2980ba,12,12-1,12-1-2,Yelan,Nahida,Jean,Bennett
914a8a311b5711ee88a428c2dd2980ba,12,12-2,12-2-1,Ganyu,Kaedehara Kazuha,Kamisato Ayaka,Sangonomiya Kokomi
914a8a311b5711ee88a428c2dd2980ba,12,12-2,12-2-2,Yelan,Nahida,Jean,Bennett
914a8a311b5711ee88a428c2dd2980ba,12,12-3,12-3-1,Ganyu,Kaedehara Kazuha,Kamisato Ayaka,Sangonomiya Kokomi
914a8a311b5711ee88a428c2dd2980ba,12,12-3,12-3-2,Yelan,Nahida,Jean,Bennett
914a8a321b5711ee95b028c2dd2980ba,11,11-1,11-1-1,Xiangling,Xingqiu,Bennett,Sucrose
914a8a321b5711ee95b028c2dd2980ba,11,11-1,11-1-2,Kamisato Ayato,Kaeya,Ganyu,Kaedehara Kazuha
914a8a321b5711ee95b028c2dd2980ba,11,11-2,11-2-1,Xiangling,Xingqiu,Bennett,Sucrose
914a8a321b5711ee95b028c2dd2980ba,11,11-2,11-2-2,Kamisato Ayato,Kaeya,Ganyu,Kaedehara Kazuha
914a8a321b5711ee95b028c2dd2980ba,11,11-3,11-3-1,Xiangling,Xingqiu,Bennett,Sucrose
914a8a321b5711ee95b028c2dd2980ba,11,11-3,11-3-2,Kamisato Ayato,Kaeya,Ganyu,Kaedehara Kazuha
914a8a321b5711ee95b028c2dd2980ba,12,12-1,12-1-1,Noelle,Albedo,Fischl,Yelan
914a8a321b5711ee95b028c2dd2980ba,12,12-1,12-1-2,Kaedehara Kazuha,Xingqiu,Bennett,Nahida
914a8a321b5711ee95b028c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Mona,Diona,Kaedehara Kazuha
914a8a321b5711ee95b028c2dd2980ba,12,12-2,12-2-2,Sucrose,Xingqiu,Bennett,Nahida
914a8a321b5711ee95b028c2dd2980ba,12,12-3,12-3-1,Noelle,Albedo,Fischl,Yelan
914a8a321b5711ee95b028c2dd2980ba,12,12-3,12-3-2,Kaedehara Kazuha,Xingqiu,Bennett,Nahida
914a8a331b5711ee98ab28c2dd2980ba,11,11-1,11-1-1,Keqing,Baizhu,Fischl,Kaedehara Kazuha
914a8a331b5711ee98ab28c2dd2980ba,11,11-1,11-1-2,Kamisato Ayato,Nahida,Beidou,Raiden Shogun
914a8a331b5711ee98ab28c2dd2980ba,11,11-2,11-2-1,Keqing,Baizhu,Fischl,Kaedehara Kazuha
914a8a331b5711ee98ab28c2dd2980ba,11,11-2,11-2-2,Kamisato Ayato,Nahida,Beidou,Raiden Shogun
914a8a331b5711ee98ab28c2dd2980ba,11,11-3,11-3-1,Keqing,Baizhu,Fischl,Kaedehara Kazuha
914a8a331b5711ee98ab28c2dd2980ba,11,11-3,11-3-2,Kamisato Ayato,Nahida,Beidou,Raiden Shogun
914a8a331b5711ee98ab28c2dd2980ba,12,12-1,12-1-1,Keqing,Baizhu,Fischl,Kaedehara Kazuha
914a8a331b5711ee98ab28c2dd2980ba,12,12-1,12-1-2,Razor,Nahida,Xingqiu,Bennett
914a8a331b5711ee98ab28c2dd2980ba,12,12-2,12-2-1,Keqing,Baizhu,Fischl,Kaedehara Kazuha
914a8a331b5711ee98ab28c2dd2980ba,12,12-2,12-2-2,Razor,Nahida,Xingqiu,Bennett
914a8a331b5711ee98ab28c2dd2980ba,12,12-3,12-3-1,Keqing,Baizhu,Fischl,Kaedehara Kazuha
914a8a331b5711ee98ab28c2dd2980ba,12,12-3,12-3-2,Razor,Nahida,Xingqiu,Bennett
914a8a341b5711ee9da528c2dd2980ba,11,11-1,11-1-1,Kaedehara Kazuha,Yoimiya,Xiangling,Bennett
914a8a341b5711ee9da528c2dd2980ba,11,11-1,11-1-2,Tighnari,Kuki Shinobu,Yae Miko,Nahida
914a8a341b5711ee9da528c2dd2980ba,11,11-2,11-2-1,Kaedehara Kazuha,Yoimiya,Xiangling,Bennett
914a8a341b5711ee9da528c2dd2980ba,11,11-2,11-2-2,Tighnari,Kuki Shinobu,Yae Miko,Nahida
914a8a341b5711ee9da528c2dd2980ba,11,11-3,11-3-1,Kaedehara Kazuha,Yoimiya,Xiangling,Bennett
914a8a341b5711ee9da528c2dd2980ba,11,11-3,11-3-2,Tighnari,Kuki Shinobu,Yae Miko,Nahida
914a8a341b5711ee9da528c2dd2980ba,12,12-1,12-1-1,Keqing,Fischl,Kaedehara Kazuha,Kirara
914a8a341b5711ee9da528c2dd2980ba,12,12-1,12-1-2,Xingqiu,Hu Tao,Xiangling,Yelan
914a8a341b5711ee9da528c2dd2980ba,12,12-2,12-2-1,Keqing,Fischl,Kaedehara Kazuha,Kirara
914a8a341b5711ee9da528c2dd2980ba,12,12-2,12-2-2,Xingqiu,Hu Tao,Xiangling,Yelan
914a8a341b5711ee9da528c2dd2980ba,12,12-3,12-3-1,Keqing,Fischl,Kaedehara Kazuha,Kirara
914a8a341b5711ee9da528c2dd2980ba,12,12-3,12-3-2,Xingqiu,Hu Tao,Xiangling,Yelan
914a8a351b5711eea70c28c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Bennett,Xiangling,Xingqiu
914a8a351b5711eea70c28c2dd2980ba,11,11-1,11-1-2,Nahida,Dehya,Sangonomiya Kokomi,Venti
914a8a351b5711eea70c28c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Bennett,Xiangling,Xingqiu
914a8a351b5711eea70c28c2dd2980ba,11,11-2,11-2-2,Nahida,Dehya,Sangonomiya Kokomi,Kuki Shinobu
914a8a351b5711eea70c28c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Bennett,Xiangling,Xingqiu
914a8a351b5711eea70c28c2dd2980ba,11,11-3,11-3-2,Nahida,Dehya,Sangonomiya Kokomi,Kuki Shinobu
914a8a351b5711eea70c28c2dd2980ba,12,12-1,12-1-1,Albedo,Zhongli,Yelan,Noelle
914a8a351b5711eea70c28c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Bennett,Jean
914a8a351b5711eea70c28c2dd2980ba,12,12-2,12-2-1,Albedo,Zhongli,Yelan,Noelle
914a8a351b5711eea70c28c2dd2980ba,12,12-2,12-2-2,Nahida,Dehya,Sangonomiya Kokomi,Raiden Shogun
914a8a351b5711eea70c28c2dd2980ba,12,12-3,12-3-1,Albedo,Zhongli,Yelan,Noelle
914a8a351b5711eea70c28c2dd2980ba,12,12-3,12-3-2,Nahida,Dehya,Sangonomiya Kokomi,Raiden Shogun
914a8a361b5711ee9bf428c2dd2980ba,11,11-1,11-1-1,Ningguang,Zhongli,Xiangling,Bennett
914a8a361b5711ee9bf428c2dd2980ba,11,11-1,11-1-2,Sucrose,Beidou,Fischl,Xingqiu
914a8a361b5711ee9bf428c2dd2980ba,11,11-2,11-2-1,Ningguang,Zhongli,Xiangling,Bennett
914a8a361b5711ee9bf428c2dd2980ba,11,11-2,11-2-2,Sucrose,Beidou,Fischl,Xingqiu
914a8a361b5711ee9bf428c2dd2980ba,11,11-3,11-3-1,Ningguang,Zhongli,Xiangling,Bennett
914a8a361b5711ee9bf428c2dd2980ba,11,11-3,11-3-2,Sucrose,Beidou,Fischl,Xingqiu
914a8a361b5711ee9bf428c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Kujou Sara,Kaedehara Kazuha,Bennett
914a8a361b5711ee9bf428c2dd2980ba,12,12-1,12-1-2,Kuki Shinobu,Nahida,Beidou,Xingqiu
914a8a361b5711ee9bf428c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Kujou Sara,Kaedehara Kazuha,Bennett
914a8a361b5711ee9bf428c2dd2980ba,12,12-2,12-2-2,Kuki Shinobu,Nahida,Beidou,Xingqiu
914a8a361b5711ee9bf428c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Kujou Sara,Kaedehara Kazuha,Bennett
914a8a361b5711ee9bf428c2dd2980ba,12,12-3,12-3-2,Kuki Shinobu,Nahida,Beidou,Xingqiu
914a8a371b5711eebc1f28c2dd2980ba,11,11-1,11-1-1,Tartaglia,Xiangling,Kaedehara Kazuha,Bennett
914a8a371b5711eebc1f28c2dd2980ba,11,11-1,11-1-2,Yelan,Xingqiu,Kuki Shinobu,Nahida
914a8a371b5711eebc1f28c2dd2980ba,11,11-2,11-2-1,Tartaglia,Xiangling,Kaedehara Kazuha,Bennett
914a8a371b5711eebc1f28c2dd2980ba,11,11-2,11-2-2,Yelan,Xingqiu,Kuki Shinobu,Nahida
914a8a371b5711eebc1f28c2dd2980ba,11,11-3,11-3-1,Tartaglia,Xiangling,Kaedehara Kazuha,Bennett
914a8a371b5711eebc1f28c2dd2980ba,11,11-3,11-3-2,Yelan,Xingqiu,Kuki Shinobu,Nahida
914a8a371b5711eebc1f28c2dd2980ba,12,12-1,12-1-1,Keqing,Fischl,Kaedehara Kazuha,Yaoyao
914a8a371b5711eebc1f28c2dd2980ba,12,12-1,12-1-2,Xingqiu,Xiangling,Nahida,Bennett
