uid,phase,name,level,cons,weapon,artifacts,element
7c42cccd92a611ee972a14dda990290e,2.2b,Sayu,70,1,Favonius Greatsword,,Anemo
7c42cccd92a611ee972a14dda990290e,2.2b,Wanderer,70,0,Solar Pearl,"Gladiator's Finale, Shimenawa's Reminiscence",Anemo
7c42cccd92a611ee972a14dda990290e,2.2b,Traveler,70,6,Lion's Roar,,Geo
7c42cccd92a611ee972a14dda990290e,2.2b,Kaeya,60,0,Skyrider Sword,,Cryo
7c42cccd92a611ee972a14dda990290e,2.2b,Kuki Shinobu,60,5,Dull Blade,"Emblem of Severed Fate, Ocean-Hued Clam",Electro
7c42cccd92a611ee972a14dda990290e,2.2b,Charlotte,60,2,Favonius Codex,Vermillion Hereafter,Cryo
7c42cccd92a611ee972a14dda990290e,2.2b,Qiqi,50,1,Dull Blade,,Cryo
7c42cccd92a611ee972a14dda990290e,2.2b,Keqing,50,2,Dull Blade,Gladiator's Finale,Electro
7c42cccd92a611ee972a14dda990290e,2.2b,Aloy,50,0,Hunter's Bow,,Cryo
7c42cccd92a611ee972a14dda990290e,2.2b,Barbara,50,6,Thrilling Tales of Dragon Slayers,Marechaussee Hunter,Hydro
7c42cccd92a611ee972a14dda990290e,2.2b,Amber,50,5,Sacrificial Bow,,Pyro
7c42cccd92a611ee972a14dda990290e,2.2b,Xinyan,50,6,The Bell,,Pyro
7c42cccd92a611ee972a14dda990290e,2.2b,Yanfei,50,2,Thrilling Tales of Dragon Slayers,,Pyro
7c42cccd92a611ee972a14dda990290e,2.2b,Thoma,50,0,Deathmatch,,Pyro
7c42cccd92a611ee972a14dda990290e,2.2b,Lisa,20,0,Dodoco Tales,Wanderer's Troupe,Electro
7c42cccd92a611ee972a14dda990290e,2.2b,Razor,20,5,Snow-Tombed Starsilver,,Electro
7c42cccd92a611ee972a14dda990290e,2.2b,Candace,20,1,Beginner's Protector,,Hydro
7c42cccd92a611ee972a14dda990290e,2.2b,Faruzan,20,0,Hunter's Bow,,Anemo
7c42cccd92a611ee972a14dda990290e,2.2b,Collei,20,1,Fading Twilight,,Dendro
7c42cccd92a611ee972a14dda990290e,2.2b,Lynette,20,0,Dull Blade,,Anemo
7c42cccd92a611ee972a14dda990290e,2.2b,Kirara,20,0,Skyward Blade,,Dendro
7c42cccd92a611ee972a14dda990290e,2.2b,Freminet,20,1,Waster Greatsword,,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Zhongli,90,0,"""The Catch""",Emblem of Severed Fate,Geo
7c42f3e792a611eeb82d14dda990290e,2.2b,Albedo,90,0,Cinnabar Spindle,Husk of Opulent Dreams,Geo
7c42f3e792a611eeb82d14dda990290e,2.2b,Ningguang,90,6,Lost Prayer to the Sacred Winds,"Gladiator's Finale, Marechaussee Hunter",Geo
7c42f3e792a611eeb82d14dda990290e,2.2b,Yun Jin,90,2,Prototype Starglitter,Husk of Opulent Dreams,Geo
7c42f3e792a611eeb82d14dda990290e,2.2b,Hu Tao,89,0,Dragon's Bane,Crimson Witch of Flames,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Yelan,89,0,Slingshot,Emblem of Severed Fate,Hydro
7c42f3e792a611eeb82d14dda990290e,2.2b,Furina,89,0,Festering Desire,Golden Troupe,Hydro
7c42f3e792a611eeb82d14dda990290e,2.2b,Kamisato Ayaka,88,0,Mistsplitter Reforged,Blizzard Strayer,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Kaedehara Kazuha,88,0,Sacrificial Sword,Viridescent Venerer,Anemo
7c42f3e792a611eeb82d14dda990290e,2.2b,Jean,87,2,Fleuve Cendre Ferryman,Viridescent Venerer,Anemo
7c42f3e792a611eeb82d14dda990290e,2.2b,Nahida,87,0,Magic Guide,Deepwood Memories,Dendro
7c42f3e792a611eeb82d14dda990290e,2.2b,Kuki Shinobu,87,4,Toukabou Shigure,Gilded Dreams,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Ganyu,81,0,Amos' Bow,"Blizzard Strayer, Wanderer's Troupe",Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Mona,80,1,Thrilling Tales of Dragon Slayers,Noblesse Oblige,Hydro
7c42f3e792a611eeb82d14dda990290e,2.2b,Cyno,80,0,Primordial Jade Winged-Spear,Thundering Fury,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Xiangling,80,6,Favonius Lance,Emblem of Severed Fate,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Beidou,80,6,Wolf's Gravestone,Emblem of Severed Fate,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Xingqiu,80,6,Sacrificial Sword,Emblem of Severed Fate,Hydro
7c42f3e792a611eeb82d14dda990290e,2.2b,Fischl,80,6,Windblume Ode,"Shimenawa's Reminiscence, Vermillion Hereafter",Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Bennett,80,5,Sapwood Blade,Noblesse Oblige,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Noelle,80,6,Whiteblind,Husk of Opulent Dreams,Geo
7c42f3e792a611eeb82d14dda990290e,2.2b,Sucrose,80,6,Sacrificial Fragments,Viridescent Venerer,Anemo
7c42f3e792a611eeb82d14dda990290e,2.2b,Thoma,80,6,Favonius Lance,"Gilded Dreams, Wanderer's Troupe",Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Gorou,80,2,Favonius Warbow,"Emblem of Severed Fate, The Exile",Geo
7c42f3e792a611eeb82d14dda990290e,2.2b,Yaoyao,80,0,Black Tassel,Deepwood Memories,Dendro
7c42f3e792a611eeb82d14dda990290e,2.2b,Traveler,80,5,Favonius Sword,Deepwood Memories,Dendro
7c42f3e792a611eeb82d14dda990290e,2.2b,Sayu,72,2,Sacrificial Greatsword,Viridescent Venerer,Anemo
7c42f3e792a611eeb82d14dda990290e,2.2b,Diona,71,6,Sacrificial Bow,"Emblem of Severed Fate, Tenacity of the Millelith",Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Diluc,70,0,Mailed Flower,,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Qiqi,70,2,The Flute,Ocean-Hued Clam,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Keqing,70,1,Lion's Roar,Gladiator's Finale,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Tighnari,70,0,Ibis Piercer,Deepwood Memories,Dendro
7c42f3e792a611eeb82d14dda990290e,2.2b,Lisa,70,2,Magic Guide,Gilded Dreams,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Kaeya,70,1,Amenoma Kageuchi,Blizzard Strayer,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Rosaria,70,0,White Tassel,,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Yanfei,70,6,Thrilling Tales of Dragon Slayers,Tenacity of the Millelith,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Shikanoin Heizou,70,1,The Widsith,Viridescent Venerer,Anemo
7c42f3e792a611eeb82d14dda990290e,2.2b,Dori,70,0,The Bell,Ocean-Hued Clam,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Candace,70,6,Black Tassel,Emblem of Severed Fate,Hydro
7c42f3e792a611eeb82d14dda990290e,2.2b,Lynette,70,1,Prototype Rancour,Viridescent Venerer,Anemo
7c42f3e792a611eeb82d14dda990290e,2.2b,Charlotte,70,2,Oathsworn Eye,Maiden Beloved,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Kirara,70,0,Favonius Sword,Deepwood Memories,Dendro
7c42f3e792a611eeb82d14dda990290e,2.2b,Freminet,70,0,Snow-Tombed Starsilver,,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Barbara,60,4,Thrilling Tales of Dragon Slayers,Heart of Depth,Hydro
7c42f3e792a611eeb82d14dda990290e,2.2b,Aloy,50,0,Rust,,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Dehya,50,0,The Bell,Ocean-Hued Clam,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Razor,50,6,White Iron Greatsword,,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Amber,50,2,Sharpshooter's Oath,,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Chongyun,50,6,Luxurious Sea-Lord,,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Xinyan,50,2,Skyrider Greatsword,,Pyro
7c42f3e792a611eeb82d14dda990290e,2.2b,Collei,50,1,Favonius Warbow,Emblem of Severed Fate,Dendro
7c42f3e792a611eeb82d14dda990290e,2.2b,Layla,50,1,Favonius Sword,Tenacity of the Millelith,Cryo
7c42f3e792a611eeb82d14dda990290e,2.2b,Kujou Sara,40,1,Favonius Warbow,,Electro
7c42f3e792a611eeb82d14dda990290e,2.2b,Faruzan,21,0,Favonius Warbow,Emblem of Severed Fate,Anemo
7c42f3e892a611ee82e014dda990290e,2.2b,Furina,90,0,Festering Desire,Golden Troupe,Hydro
7c42f3e892a611ee82e014dda990290e,2.2b,Eula,90,6,Beacon of the Reed Sea,Pale Flame,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Yelan,90,3,Favonius Warbow,Emblem of Severed Fate,Hydro
7c42f3e892a611ee82e014dda990290e,2.2b,Ningguang,90,6,Skyward Atlas,"Echoes of an Offering, Gladiator's Finale",Geo
7c42f3e892a611ee82e014dda990290e,2.2b,Ganyu,90,0,Hamayumi,Wanderer's Troupe,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Tartaglia,90,0,Skyward Harp,"Heart of Depth, Shimenawa's Reminiscence",Hydro
7c42f3e892a611ee82e014dda990290e,2.2b,Zhongli,81,1,Primordial Jade Winged-Spear,Tenacity of the Millelith,Geo
7c42f3e892a611ee82e014dda990290e,2.2b,Kaveh,90,0,Mailed Flower,Flower of Paradise Lost,Dendro
7c42f3e892a611ee82e014dda990290e,2.2b,Kamisato Ayaka,90,0,Iron Sting,"Blizzard Strayer, Gladiator's Finale",Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Diluc,90,1,Rainslasher,Crimson Witch of Flames,Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Keqing,90,0,The Black Sword,Thundering Fury,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Hu Tao,90,0,Dragon's Bane,Crimson Witch of Flames,Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Sangonomiya Kokomi,90,0,Prototype Amber,Tenacity of the Millelith,Hydro
7c42f3e892a611ee82e014dda990290e,2.2b,Arataki Itto,90,0,Serpent Spine,"Archaic Petra, Husk of Opulent Dreams",Geo
7c42f3e892a611ee82e014dda990290e,2.2b,Noelle,85,6,The Unforged,"Archaic Petra, Shimenawa's Reminiscence",Geo
7c42f3e892a611ee82e014dda990290e,2.2b,Traveler,85,6,Sapwood Blade,Deepwood Memories,Dendro
7c42f3e892a611ee82e014dda990290e,2.2b,Venti,81,0,Favonius Warbow,Viridescent Venerer,Anemo
7c42f3e892a611ee82e014dda990290e,2.2b,Raiden Shogun,81,2,Primordial Jade Winged-Spear,Emblem of Severed Fate,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Nahida,81,0,Sacrificial Fragments,Deepwood Memories,Dendro
7c42f3e892a611ee82e014dda990290e,2.2b,Mona,80,3,The Widsith,"Gladiator's Finale, Heart of Depth",Hydro
7c42f3e892a611ee82e014dda990290e,2.2b,Amber,80,0,Prototype Crescent,Wanderer's Troupe,Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Xiangling,80,6,"""The Catch""",Emblem of Severed Fate,Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Beidou,80,6,Sacrificial Greatsword,Noblesse Oblige,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Fischl,80,6,The Stringless,Golden Troupe,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Bennett,80,6,Skyward Blade,Noblesse Oblige,Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Kuki Shinobu,80,0,Xiphos' Moonlight,Tenacity of the Millelith,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Lynette,80,5,Amenoma Kageuchi,Viridescent Venerer,Anemo
7c42f3e892a611ee82e014dda990290e,2.2b,Jean,79,3,Favonius Sword,Viridescent Venerer,Anemo
7c42f3e892a611ee82e014dda990290e,2.2b,Sucrose,79,5,Sacrificial Fragments,Viridescent Venerer,Anemo
7c42f3e892a611ee82e014dda990290e,2.2b,Thoma,79,6,Kitain Cross Spear,Gilded Dreams,Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Lisa,78,2,Favonius Codex,Thundering Fury,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Yanfei,78,6,Thrilling Tales of Dragon Slayers,"Emblem of Severed Fate, Tenacity of the Millelith",Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Yun Jin,78,1,Favonius Lance,Husk of Opulent Dreams,Geo
7c42f3e892a611ee82e014dda990290e,2.2b,Qiqi,75,0,Lion's Roar,Desert Pavilion Chronicle,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Barbara,75,6,Thrilling Tales of Dragon Slayers,Golden Troupe,Hydro
7c42f3e892a611ee82e014dda990290e,2.2b,Xingqiu,75,6,Sacrificial Sword,"Gladiator's Finale, Noblesse Oblige",Hydro
7c42f3e892a611ee82e014dda990290e,2.2b,Chongyun,75,6,Whiteblind,Ocean-Hued Clam,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Diona,75,6,Sacrificial Bow,Instructor,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Xinyan,75,6,Waster Greatsword,Marechaussee Hunter,Pyro
7c42f3e892a611ee82e014dda990290e,2.2b,Rosaria,75,5,Skyward Spine,Gladiator's Finale,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Gorou,75,3,Favonius Warbow,The Exile,Geo
7c42f3e892a611ee82e014dda990290e,2.2b,Kujou Sara,75,6,Fading Twilight,Emblem of Severed Fate,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Dori,75,2,Lithic Blade,"Tenacity of the Millelith, Vourukasha's Glow",Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Layla,75,2,Harbinger of Dawn,Tenacity of the Millelith,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Faruzan,75,0,Windblume Ode,Emblem of Severed Fate,Anemo
7c42f3e892a611ee82e014dda990290e,2.2b,Mika,75,6,Favonius Lance,Noblesse Oblige,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Collei,65,6,Mouun's Moon,Flower of Paradise Lost,Dendro
7c42f3e892a611ee82e014dda990290e,2.2b,Kaeya,60,2,Dull Blade,"Heart of Depth, Tenacity of the Millelith",Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Sayu,38,1,Waster Greatsword,Gilded Dreams,Anemo
7c42f3e892a611ee82e014dda990290e,2.2b,Razor,22,6,Waster Greatsword,Marechaussee Hunter,Electro
7c42f3e892a611ee82e014dda990290e,2.2b,Aloy,21,0,Slingshot,Wanderer's Troupe,Cryo
7c42f3e892a611ee82e014dda990290e,2.2b,Freminet,20,0,The Bell,Noblesse Oblige,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Kamisato Ayaka,90,0,The Black Sword,Blizzard Strayer,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Albedo,90,0,Cinnabar Spindle,Husk of Opulent Dreams,Geo
7c42f3e992a611ee924c14dda990290e,2.2b,Kaedehara Kazuha,90,0,Xiphos' Moonlight,Viridescent Venerer,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Raiden Shogun,90,0,Dragon's Bane,Flower of Paradise Lost,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Sangonomiya Kokomi,90,0,Sacrificial Fragments,Ocean-Hued Clam,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Arataki Itto,90,0,Redhorn Stonethresher,Husk of Opulent Dreams,Geo
7c42f3e992a611ee924c14dda990290e,2.2b,Yelan,90,6,Aqua Simulacra,Emblem of Severed Fate,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Nilou,90,0,Key of Khaj-Nisut,Flower of Paradise Lost,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Nahida,90,2,A Thousand Floating Dreams,Deepwood Memories,Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Wanderer,90,3,Lost Prayer to the Sacred Winds,Desert Pavilion Chronicle,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Neuvillette,90,1,Sacrificial Jade,Marechaussee Hunter,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Xiangling,90,6,Engulfing Lightning,Emblem of Severed Fate,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Xingqiu,90,6,Sacrificial Sword,Emblem of Severed Fate,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Bennett,90,6,Aquila Favonia,Noblesse Oblige,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Furina,90,2,Fleuve Cendre Ferryman,Golden Troupe,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Hu Tao,89,1,Staff of Homa,Shimenawa's Reminiscence,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Shenhe,89,0,"""The Catch""",Noblesse Oblige,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Alhaitham,89,0,Mistsplitter Reforged,Gilded Dreams,Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Venti,80,0,Elegy for the End,Viridescent Venerer,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Zhongli,80,0,Favonius Lance,Archaic Petra,Geo
7c42f3e992a611ee924c14dda990290e,2.2b,Tartaglia,80,0,The Stringless,,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Ganyu,80,0,Amos' Bow,Blizzard Strayer,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Kamisato Ayato,80,0,Haran Geppaku Futsu,Thundering Fury,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Baizhu,80,0,Favonius Codex,Deepwood Memories,Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Beidou,80,6,Serpent Spine,Emblem of Severed Fate,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Fischl,80,6,Thundering Pulse,Shimenawa's Reminiscence,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Diona,80,6,Ibis Piercer,Gladiator's Finale,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Sucrose,80,6,Oathsworn Eye,Viridescent Venerer,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Thoma,80,6,Favonius Lance,,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Faruzan,80,6,Favonius Warbow,,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Traveler,80,6,Favonius Sword,,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Jean,79,3,Favonius Sword,Viridescent Venerer,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Charlotte,79,6,Favonius Codex,"Maiden Beloved, Ocean-Hued Clam",Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Collei,70,6,Sacrificial Bow,"Deepwood Memories, Emblem of Severed Fate",Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Noelle,60,6,Snow-Tombed Starsilver,,Geo
7c42f3e992a611ee924c14dda990290e,2.2b,Gorou,59,6,Fading Twilight,The Exile,Geo
7c42f3e992a611ee924c14dda990290e,2.2b,Kaeya,50,2,Lion's Roar,,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Yaoyao,49,2,Favonius Lance,,Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Keqing,40,6,Toukabou Shigure,,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Barbara,40,6,Apprentice's Notes,Deepwood Memories,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Amber,40,1,The Viridescent Hunt,Instructor,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Kirara,39,0,Sacrificial Sword,,Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Yun Jin,39,6,Favonius Lance,Husk of Opulent Dreams,Geo
7c42f3e992a611ee924c14dda990290e,2.2b,Layla,39,0,Sacrificial Sword,Tenacity of the Millelith,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Sayu,37,6,Favonius Greatsword,Viridescent Venerer,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Razor,27,6,Whiteblind,,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Rosaria,25,6,Black Tassel,The Exile,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Lynette,23,6,Amenoma Kageuchi,Viridescent Venerer,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Diluc,21,1,Luxurious Sea-Lord,,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Mona,21,0,Thrilling Tales of Dragon Slayers,,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Tighnari,21,0,Recurve Bow,Instructor,Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Lisa,21,2,Eye of Perception,,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Chongyun,21,2,Rainslasher,,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Xinyan,21,6,Sacrificial Greatsword,Noblesse Oblige,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Yanfei,21,6,Ballad of the Boundless Blue,,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Kujou Sara,21,6,End of the Line,,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Shikanoin Heizou,21,3,Apprentice's Notes,,Anemo
7c42f3e992a611ee924c14dda990290e,2.2b,Dori,21,3,Debate Club,,Electro
7c42f3e992a611ee924c14dda990290e,2.2b,Candace,21,2,Favonius Lance,,Hydro
7c42f3e992a611ee924c14dda990290e,2.2b,Kaveh,21,1,The Bell,Noblesse Oblige,Dendro
7c42f3e992a611ee924c14dda990290e,2.2b,Qiqi,20,3,Kagotsurube Isshin,,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Aloy,20,0,Hunter's Bow,,Cryo
7c42f3e992a611ee924c14dda990290e,2.2b,Ningguang,20,6,Solar Pearl,,Geo
7c42f3e992a611ee924c14dda990290e,2.2b,Dehya,20,0,Sacrificial Greatsword,Tenacity of the Millelith,Pyro
7c42f3e992a611ee924c14dda990290e,2.2b,Freminet,20,0,Favonius Greatsword,,Cryo
7c42f3ea92a611ee82e514dda990290e,2.2b,Neuvillette,90,6,Tome of the Eternal Flow,Marechaussee Hunter,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Kamisato Ayato,90,6,Primordial Jade Cutter,Gladiator's Finale,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Yelan,90,2,Aqua Simulacra,Emblem of Severed Fate,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Tartaglia,90,0,Elegy for the End,Heart of Depth,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Mona,90,6,Favonius Codex,Noblesse Oblige,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Sangonomiya Kokomi,90,0,Wandering Evenstar,Tenacity of the Millelith,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Nilou,90,0,Haran Geppaku Futsu,Nymph's Dream,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Xingqiu,90,6,Sacrificial Sword,Noblesse Oblige,Hydro
7c42f3ea92a611ee82e514dda990290e,2.2b,Jean,90,3,Favonius Sword,,Anemo
7c42f3ea92a611ee82e514dda990290e,2.2b,Zhongli,90,0,Staff of Homa,Archaic Petra,Geo
7c42f3ea92a611ee82e514dda990290e,2.2b,Albedo,90,0,Cinnabar Spindle,Husk of Opulent Dreams,Geo
7c42f3ea92a611ee82e514dda990290e,2.2b,Keqing,90,4,Summit Shaper,,Electro
7c42f3ea92a611ee82e514dda990290e,2.2b,Hu Tao,90,1,Staff of Homa,Crimson Witch of Flames,Pyro
7c42f3ea92a611ee82e514dda990290e,2.2b,Kaedehara Kazuha,90,2,Freedom-Sworn,Viridescent Venerer,Anemo
7c42f3ea92a611ee82e514dda990290e,2.2b,Yoimiya,90,2,Thundering Pulse,Retracing Bolide,Pyro
7c42f3ea92a611ee82e514dda990290e,2.2b,Shenhe,90,0,Engulfing Lightning,Noblesse Oblige,Cryo
